,0,1
2967,GNB2,CTSB
2968,CLEC7A,S100A11
2969,ICAM4,GNB4
2970,SERPINA1,TNFSF13
2971,RPS25,RPLP0
2972,CD68,ANXA2
2973,ALDH3B1,LYZ
2974,NPC2,SAT1
2975,RPL17,RPS27
2976,PLXDC2,TBXAS1
2977,IFITM3,HNMT
2978,CEBPD,CTSS
2979,MPEG1,METTL7A
2980,TNFSF13,C1QA
2981,SLC7A7,ARHGEF10L
2982,HLA-DPB1,CTNND1
2983,FCGR3A,SLC7A7
2984,HLA-DRA,HNMT
2985,RPL34,RPL5
2986,FTH1,S100A11
2987,CD63,MNDA
2988,TPT1,RPL29
2989,C1QB,LST1
2990,RPL29,RPS5
2991,SNX3,HLA-DRA
2992,HLA-DPA1,ARPC5
2993,TPT1,RPS5
2994,RPS11,RPL34
2995,IFI30,ETS2
2996,TMEM176A,PTAFR
2997,RASSF4,CTSH
2998,SLC11A1,S100A6
2999,EEF1B2,RPL22
3000,PGK1,TYMP
3001,AIF1,FGD2
3002,RPS29,RPL41
3003,MGLL,LILRB4
3004,LYZ,DAPK1
3005,RPSA,CD3E
3006,POMP,LYZ
3007,ZEB2,FGL2
3008,RPL18,RPL12
3009,VMO1,LYZ
3010,CTSL,SERPINA1
3011,CD74,SH2B3
3012,FAU,RPL27
3013,TIMP1,CFD
3014,LRP1,ZEB2
3015,RPL26,RPS15
3016,MARCH1,MNDA
3017,RPLP2,RPL18
3018,SLC8A1,LST1
3019,SPI1,TYMP
3020,PILRA,ITGB2
3021,CD68,TNFSF13B
3022,RPL13,RPL18
3023,CST3,CSTB
3024,NCF2,HLA-DMB
3025,CFD,GLUL
3026,RPL31,RPS13
3027,ATP6V0B,CD74
3028,CCL5,STOM
3029,PLAUR,MAFB
3030,TYROBP,FLVCR2
3031,GNB4,LY86
3032,ALDH3B1,FCGRT
3033,RPS5,RPS23
3034,RASSF4,LYZ
3035,RPS13,RPL22
3036,CPVL,ALDH2
3037,SAT1,THEMIS2
3038,LPCAT2,C1orf162
3039,IL7R,RPS12
3040,GLUL,C1QA
3041,RPL36,RPL19
3042,FCGR1A,LST1
3043,LYN,CPVL
3044,IFI30,SLC31A2
3045,S100A10,LGALS3
3046,CFD,LRP1
3047,HLA-DPB1,NCF2
3048,CD63,LILRB2
3049,RPL5,RPS23
3050,NPL,CD68
3051,RPL7A,RPL27
3052,S100A11,ZEB2
3053,RPLP2,RPS16
3054,RPS8,RPL17
3055,APLP2,TNFSF13
3056,EMILIN2,CLEC7A
3057,LYZ,ASAH1
3058,CST7,CD2
3059,RPL13,RPS16
3060,PSAP,FCGR3A
3061,RPS27A,IFITM1
3062,RAB31,ANPEP
3063,RPL26,RPS12
3064,HLA-DRB1,LST1
3065,NINJ1,CYBB
3066,ANXA5,LGALS1
3067,MAFB,ADGRE2
3068,RPS7,RPL36
3069,SLC31A2,HNMT
3070,IFI44L,IRF7
3071,RAB31,HLA-DMA
3072,LST1,NCF2
3073,LRRC25,CD68
3074,LRRC25,GRN
3075,TIMP2,TMEM176B
3076,RPL41,RPL37
3077,MARCH1,LILRB2
3078,RPS3,RPS21
3079,H2AFY,FTL
3080,RPL37,RPL12
3081,SRGN,IL2RB
3082,IFI30,HLA-DPA1
3083,CTSB,HCK
3084,CYBB,EMILIN2
3085,TGFBI,ADAP2
3086,IFI30,GNB4
3087,AIF1,LPCAT2
3088,RPS14,RPL8
3089,ZEB2,SPI1
3090,MAFB,ASAH1
3091,RPS28,RPS16
3092,RPL37,EEF1B2
3093,LILRA5,MAFB
3094,CD74,CYBB
3095,LILRB1,FCGR2A
3096,RPL34,RPS19
3097,TMEM176B,CSTA
3098,CSTB,S100A11
3099,COLGALT1,LYZ
3100,C5AR1,SLC7A7
3101,RPL18A,RPL14
3102,EEF1B2,RPS12
3103,TYROBP,CCDC88A
3104,MS4A6A,ZNF385A
3105,CYBB,ITGAX
3106,IFI16,SRGN
3107,LYZ,NPC2
3108,RNF149,FTH1
3109,ARHGEF10L,CD68
3110,MNDA,LAP3
3111,HLA-DRA,RAC1
3112,RNF130,FTL
3113,PFN1,HLA-C
3114,MS4A7,HLA-DMA
3115,CTSB,S100A11
3116,LGALS1,CPVL
3117,CTSB,PILRA
3118,RPS29,TPT1
3119,RPL18,RPS2
3120,MPP1,C5AR1
3121,RPS27A,RPL3
3122,FCGR2A,TYROBP
3123,VCAN,CPVL
3124,FCGR3A,LST1
3125,ANXA1,VIM
3126,ALDH2,FCER1G
3127,ZNF385A,TGFBI
3128,RPS13,RPS12
3129,CTSH,ZEB2
3130,RPS19,RPL29
3131,PLXDC2,CTSH
3132,CYBB,SRGN
3133,HLA-B,CCL5
3134,RPL27A,RPS3
3135,FCGRT,CD14
3136,RPS19,RPS5
3137,MAFB,NPC2
3138,FTL,FTH1
3139,SORT1,HLA-DRA
3140,SAT1,CD68
3141,TYROBP,TIMP2
3142,RPL19,RPL12
3143,SCIMP,MS4A6A
3144,ALDH2,TGFBI
3145,CD63,GRN
3146,CFD,SMPDL3A
3147,CFL1,TMSB4X
3148,RPL28,RPL17
3149,MPEG1,CD63
3150,IFI30,TYROBP
3151,BCAT1,HLA-DPA1
3152,CD86,APLP2
3153,RPL17,RPL7A
3154,SPI1,SYK
3155,LST1,HLA-DPB1
3156,RAB31,GLUL
3157,HLA-DRB1,PIK3AP1
3158,FBP1,NCF2
3159,LGALS1,OAZ1
3160,GNAI2,CD68
3161,ARPC3,ANXA2
3162,RPS29,RPS10
3163,FTL,IFI30
3164,SCIMP,AIF1
3165,SRGN,TUBA1B
3166,RPL24,RPS13
3167,CEBPD,CATSPER1
3168,PLSCR1,SERPINA1
3169,MAFB,GNAI2
3170,RPS3,RPL32
3171,RPS18,RPL36
3172,TNFSF13,IFI30
3173,MARCH1,CD68
3174,SLC11A1,GLUL
3175,MARCH1,GRN
3176,RAB31,LRP1
3177,HCK,CLEC4A
3178,SLC8A1,CD300C
3179,RPL31,RPL37
3180,CD14,NCF2
3181,ETS2,HLA-DRB1
3182,NPC2,CD63
3183,CST3,CFD
3184,PYCARD,CST3
3185,SLC7A7,CSTA
3186,TUBA1B,GNG5
3187,RPL37,RPS2
3188,HLA-DPA1,IFITM3
3189,NCF2,CTSH
3190,AIF1,CD33
3191,RPS4X,RPL31
3192,RPL8,RPLP1
3193,ZFHX3,MAFB
3194,TGFBI,LILRB3
3195,RPL8,RPS4X
3196,CD7,CCL5
3197,LYN,LRRC25
3198,CD68,RBM47
3199,HLA-DPA1,GSTO1
3200,TIMP2,CTSH
3201,RPL11,RPL28
3202,NAMPT,FCGR2A
3203,S100A9,TIMP2
3204,RPS14,RPS24
3205,GLUL,FTH1
3206,RPL32,RPL12
3207,TGFBI,MPEG1
3208,HLA-DRB1,LPCAT2
3209,RPS3A,RPL23A
3210,RPS7,RPS25
3211,CTNND1,IGSF6
3212,RPL4,RPL27
3213,RPL35,RPS12
3214,TNFSF13B,MFSD1
3215,SLC11A1,RAB31
3216,RPS11,RPL35A
3217,DAPK1,CD74
3218,RPL29,RPS3
3219,LYZ,ZFAND5
3220,CD86,DUSP6
3221,RPS19,RPL10
3222,CCR1,PLEK
3223,RPSA,RPL34
3224,RPL32,EEF1B2
3225,TPT1,RPS3
3226,HLA-DPB1,PLEK
3227,SYK,ZEB2
3228,IFI30,FOS
3229,NCF2,LYZ
3230,MAFB,FZD1
3231,RPL41,RPL26
3232,THEMIS2,CD68
3233,FES,FGL2
3234,GLUL,IFI30
3235,BCAT1,TYROBP
3236,FTL,LAP3
3237,APLP2,CTSZ
3238,RPL36,RPL24
3239,CMTM6,HLA-DPB1
3240,LDHB,RPS27
3241,ARPC2,S100A11
3242,RPS25,RPS27A
3243,FCER1G,CTSD
3244,TYROBP,GAS7
3245,RAB13,TFEC
3246,CFD,CD14
3247,TLR2,TNFSF13
3248,GRN,MS4A7
3249,RPL41,RPS29
3250,FBP1,HLA-DPB1
3251,RPS16,CD3E
3252,TYROBP,S100A8
3253,CD33,FCGR2A
3254,SOD2,CD74
3255,FCER1G,ADGRE2
3256,RPL19,RPS2
3257,EMILIN2,MAFB
3258,FCGR2A,MCTP1
3259,FCER1G,CDK2AP1
3260,RPL12,RPL27
3261,TMEM176A,VCAN
3262,CYBB,MPEG1
3263,RPL14,RPL36
3264,CD14,HLA-DPB1
3265,TYROBP,CLEC7A
3266,RPS3,RPL19
3267,HCK,APLP2
3268,RPS3A,RPL18A
3269,RPS18,RPS28
3270,LGALS3,IGSF6
3271,CPVL,PLXDC2
3272,RPSA,LDHB
3273,NCF2,FCGRT
3274,HLA-DPB1,FCGR2B
3275,PICALM,FCER1G
3276,CST3,LTBR
3277,ALDOA,PGK1
3278,TGFBI,PSAP
3279,RPS8,RPLP1
3280,RPL26,RPSA
3281,TGFBI,CD86
3282,RAB31,SMPDL3A
3283,CEBPD,LMO2
3284,HLA-DPB1,LYN
3285,RPS8,RPS4X
3286,RPL35A,RPS27A
3287,LTBR,TYROBP
3288,RAB31,CSF3R
3289,RPL8,RPL4
3290,ATP6V0B,TUBA1B
3291,TNFAIP2,NCF2
3292,MS4A6A,IGSF6
3293,CD68,SHTN1
3294,TYROBP,AP2S1
3295,RPLP2,RPL41
3296,TMEM176B,RAB31
3297,FOS,MAFB
3298,AIF1,SLC8A1
3299,RPL13,RPL41
3300,HLA-DPA1,ADAP2
3301,ETS2,SAT1
3302,RPS7,RPS24
3303,CEBPB,TYROBP
3304,S100A9,S100A8
3305,LST1,LYN
3306,RPS4Y1,RPS14
3307,CD3E,RPS27A
3308,BTK,FCER1G
3309,RPS27,RPL18
3310,VEGFA,RGL1
3311,RPL32,RPS2
3312,RPS18,RPS25
3313,RPL7A,RPS16
3314,TYMP,MNDA
3315,RNF130,ZEB2
3316,CTSL,C5AR1
3317,VCAN,FBP1
3318,RPS15A,RPS11
3319,RPS24,RPL29
3320,CCDC88A,MNDA
3321,CD8A,PRF1
3322,FTL,SLC7A7
3323,FTH1,DYNLL1
3324,EMILIN2,FCER1G
3325,TGFBI,FMNL2
3326,HLA-C,PFN1
3327,RPS24,RPS5
3328,CTSH,ALDH2
3329,S100A9,CLEC7A
3330,HLA-DPB1,HAVCR2
3331,SPI1,CLEC4A
3332,RPL18A,RPL18
3333,LYZ,IFI30
3334,LAP3,SPI1
3335,SRGN,HLA-DRA
3336,SECTM1,FCER1G
3337,IRF7,IFI44L
3338,CTSS,CSTA
3339,HLA-DPA1,CD74
3340,RPS27,RPS16
3341,FCER1G,GNAI2
3342,RPS3A,RPL14
3343,HLA-DMA,ALDH2
3344,C1QB,CTSB
3345,SECTM1,TGFBI
3346,RPS18,RPLP2
3347,RPS19,RPS3
3348,SWAP70,HLA-DPB1
3349,HLA-DRB1,HSPA1A
3350,RPS15,RPL13
3351,HLA-A,NKG7
3352,TYMP,FCGRT
3353,SLC7A7,LILRB4
3354,RPL34,RPS8
3355,MAFB,ATP6V1B2
3356,DAPK1,PSAP
3357,GRN,LYN
3358,RPS8,RPL4
3359,LILRB4,CTSH
3360,RPS14,CD7
3361,RAB31,CD14
3362,RPLP0,RPL17
3363,RPL28,RPLP1
3364,SKAP2,HLA-DRA
3365,SLC7A7,RAB31
3366,MARCH1,RASSF4
3367,RPL28,RPS4X
3368,CD33,TYROBP
3369,HLA-DRA,PDK4
3370,LILRB2,HLA-DMA
3371,RPL37A,RPL27A
3372,SKAP2,C1QA
3373,METRNL,MS4A7
3374,FCGRT,CPVL
3375,PLXDC2,DOK3
3376,RPL23A,RPS15
3377,CSTA,MNDA
3378,RPL17,RPLP0
3379,CSTA,TMEM176A
3380,FOS,RGS2
3381,OAZ1,SLC16A3
3382,RBM47,MYOF
3383,CXCL16,TYMP
3384,SCPEP1,MFSD1
3385,RPL14,RPS25
3386,RPS24,RPL10
3387,RPS16,RPL6
3388,CTSL,S100A11
3389,PLAUR,ANXA2
3390,LCK,IL32
3391,HLA-DRB1,CTSB
3392,ADAP2,MCTP1
3393,SPI1,APLP2
3394,SLC11A1,CTSS
3395,RPL15,RPS11
3396,RPS5,RPL28
3397,RPSA,RPL35A
3398,CD86,FGL2
3399,RPS12,RPL35
3400,RPL35,RPSA
3401,FCGR3A,MS4A7
3402,RPS4X,RPS19
3403,RPL23A,RPS12
3404,FBP1,FTL
3405,IFI30,KYNU
3406,AIF1,TNFSF13
3407,RPL5,RPL28
3408,RPL14,RPLP2
3409,CSF2RA,CYBB
3410,ZEB2,MAFB
3411,CTSZ,TYMP
3412,RPLP2,RPS10
3413,RPL30,RPS3A
3414,RPL13,RPS10
3415,RPS11,RPL10
3416,GRINA,HLA-DPA1
3417,HLA-DPB1,RNF130
3418,LYN,FGL2
3419,RPS16,RPL34
3420,CSTA,LILRB2
3421,PLAUR,TNFSF13B
3422,LILRB2,CD302
3423,MFSD1,MPEG1
3424,TIMP2,DOK3
3425,RPS8,RPS23
3426,IL32,IL2RG
3427,TIMP1,TIMP2
3428,HLA-DRB1,MPP1
3429,CD68,ANPEP
3430,TIMP2,ATP6V0B
3431,CAMK1,LYZ
3432,FTL,LST1
3433,IL32,HLA-B
3434,MAFB,MARCH1
3435,C3AR1,FCGR3A
3436,ATP6V0B,HLA-DRA
3437,FCGRT,CFD
3438,RASSF4,CD74
3439,RPS3,RPL24
3440,TNFAIP2,PLEK
3441,TYROBP,MAFB
3442,CD68,HLA-DMA
3443,RPL28,RPL4
3444,CD7,RPS12
3445,LST1,RNF130
3446,C1QA,CD302
3447,IFI30,H2AFY
3448,TNFSF13,LST1
3449,CCDC88A,GRN
3450,ALDH2,IGSF6
3451,FCGR3A,CTSB
3452,CXCL16,CST3
3453,ANXA5,SERPINA1
3454,NPC2,CSF2RA
3455,IL18,C1QA
3456,PRF1,CST7
3457,MS4A7,CST3
3458,ARL11,NCF2
3459,CFD,CPVL
3460,RPL14,RPS24
3461,NCF2,IFITM3
3462,HLA-DPA1,PSAP
3463,IL7R,RPL13
3464,CD86,SPI1
3465,RPL6,RPS25
3466,ANXA5,PGK1
3467,SAT1,LGALS1
3468,CYBB,JDP2
3469,TMEM176B,CTSS
3470,SNX10,CTSS
3471,CST3,FLVCR2
3472,SRGN,FTH1
3473,LY86,CSTA
3474,RNF130,ALDH2
3475,CD302,TGFBI
3476,SHTN1,MS4A6A
3477,CD7,KLRD1
3478,PSAP,CLEC7A
3479,RPL26,RPL13
3480,ADGRE2,FCER1G
3481,GRINA,TYROBP
3482,LYN,SPI1
3483,CCL5,ISG20
3484,RPL12,RPS16
3485,CTSZ,CST3
3486,EEF1A1,RPS12
3487,CD74,GRINA
3488,GLUL,LST1
3489,RPL11,RPL32
3490,PTPRCAP,RPL28
3491,TNFAIP2,LYN
3492,GRN,RNF130
3493,SHTN1,AIF1
3494,TYROBP,FCER1G
3495,RPL6,RPLP2
3496,VCAN,FGL2
3497,RPL27,RPL10A
3498,CTSS,RAB31
3499,HLA-DRA,PLBD1
3500,RPS24,RPS3
3501,HLA-DRA,VMO1
3502,HLA-DPA1,FMNL2
3503,C5AR1,MS4A7
3504,MS4A7,SYK
3505,TGFBI,LILRA5
3506,FCGRT,LRRC25
3507,SERPINA1,CD68
3508,RPL30,RPL9
3509,SYK,GSN
3510,FCER1G,ATP6V1B2
3511,CSTA,GRN
3512,RPS6,RPS27
3513,TYROBP,TGFBI
3514,RPS13,NACA
3515,RPL28,RPS23
3516,RPL34,RPS13
3517,RPS14,RPS21
3518,CD68,GLUL
3519,SPI1,RAC1
3520,MS4A7,SLC43A2
3521,ISG15,IFI6
3522,RPLP1,RPL10A
3523,HLA-DPB1,HLA-DMB
3524,TIMP1,S100A8
3525,EEF1B2,RPL13
3526,CD7,CD3E
3527,CTSH,PLXDC2
3528,CD68,POMP
3529,RPL32,MAL
3530,MT1E,MT2A
3531,SKAP2,IFI30
3532,GLIPR1,SRGN
3533,CPVL,MPEG1
3534,RPS11,RPS15A
3535,CSF3R,PSAP
3536,LRP1,EMILIN2
3537,RPS2,RPL7A
3538,IRAK3,TIMP2
3539,CD68,CAMK1
3540,CD14,RNF130
3541,LST1,HLA-DMB
3542,CYBB,ANXA5
3543,CD48,RPL37
3544,CST3,CCDC88A
3545,HLA-DRA,ETS2
3546,SLC7A7,CTSS
3547,MPEG1,TNFAIP2
3548,RPL19,RPL35
3549,SLC8A1,FAM20A
3550,S100A9,FCER1G
3551,BTK,PAPSS2
3552,HLA-DRA,FCGR2A
3553,LGALS1,SPI1
3554,FGL2,SERPINA1
3555,HLA-DPB1,TMEM176B
3556,RPLP0,RPLP1
3557,MAFB,HCK
3558,FCGR3B,TYROBP
3559,LILRB2,CSF3R
3560,RPL18,RPL37A
3561,IFNGR2,HLA-DPA1
3562,CD8A,DUSP2
3563,LEF1,SELL
3564,RPLP0,RPS4X
3565,CDA,HMOX1
3566,LRP1,ITGAX
3567,VCAN,SPI1
3568,S100A9,TGFBI
3569,GRB2,SAT1
3570,AIF1,CTSZ
3571,TIMP2,ADAP2
3572,HLA-DRB1,CDKN1A
3573,LYZ,TLR2
3574,RPL10,RPL10A
3575,CST3,TIMP2
3576,NPC2,TNFAIP2
3577,APLP2,CD68
3578,APLP2,GRN
3579,LST1,TMEM176B
3580,MS4A7,EPB41L3
3581,RAB31,CPVL
3582,IGSF6,LILRB1
3583,LILRA2,BATF3
3584,PLAUR,RBM47
3585,CYBB,MFSD1
3586,CTSD,CFD
3587,RPS13,RPL35A
3588,LYZ,LST1
3589,RPL19,RPS7
3590,C5AR1,MPP1
3591,PLEK,MS4A7
3592,ATP6V0B,FTH1
3593,FAU,TPT1
3594,MAFB,S100A11
3595,CEBPD,SLC15A3
3596,MAFB,PILRA
3597,HMOX1,NPC2
3598,RPL22,RPS11
3599,FCER1G,MARCH1
3600,GRN,HLA-DMB
3601,MNDA,MS4A7
3602,RPS14,RPL32
3603,LGALS3,CSTA
3604,RAB31,RASGRP4
3605,ARPC3,HLA-DMA
3606,RPS10,RPL10A
3607,DAPK1,HLA-DRA
3608,MAFB,TLR2
3609,RPS7,RPS21
3610,ADAP2,TNFSF13B
3611,RPL23A,RPSA
3612,CD93,FCGR2A
3613,SYK,PLXDC2
3614,CLEC7A,HLA-DPA1
3615,CPVL,CD86
3616,IFITM3,HLA-DPA1
3617,HSPA1A,HLA-DRB1
3618,RPL17,RPS27A
3619,RPSA,RPL10
3620,HLA-DRA,HLA-DPA1
3621,CARD16,HLA-DRB1
3622,CYBB,CXCL16
3623,PLBD1,C5AR1
3624,HLA-DRA,GNB4
3625,RPL9,RPS6
3626,RPL37,RPL37A
3627,C1QB,CTSZ
3628,RPL7A,TPT1
3629,RPL35,RPL13
3630,CYBRD1,GLUL
3631,S100A11,SRGN
3632,RPL36,RPS11
3633,FCGR3A,C1QB
3634,MS4A7,CPVL
3635,IL18,IFI30
3636,ETS2,CYBB
3637,CD68,SMPDL3A
3638,IFNGR2,TYROBP
3639,SOD2,HLA-DRA
3640,FTL,GSTP1
3641,PTAFR,TMEM176B
3642,SOD2,C1QA
3643,CTSH,EMILIN2
3644,MS4A4A,SPI1
3645,RPLP0,RPL4
3646,CST7,CD8A
3647,RPL32,RPS7
3648,LTB,RPL10A
3649,RPS4X,RPS8
3650,RPS14,RPS18
3651,RPL38,RPL34
3652,RAB31,CFD
3653,CYBB,IL18
3654,C1QA,TYMP
3655,FCER1G,CEBPD
3656,LY86,RAB31
3657,RPL7A,RPS10
3658,RPL34,RPL37
3659,HNMT,MAFB
3660,CST7,GNLY
3661,PILRA,IFNGR2
3662,IFI30,ZFHX3
3663,FBP1,TMEM176B
3664,CLEC7A,LGALS9
3665,AP1S2,CD74
3666,RPL37A,RPL36
3667,RPS14,RPL23
3668,RPL10A,RPL12
3669,HLA-DPB1,CTSH
3670,CST3,S100A8
3671,IFITM3,TYROBP
3672,RPL13,RPL31
3673,TIMP2,LILRB3
3674,HLA-DRB1,CTSZ
3675,RPL19,RPL37A
3676,RPS12,RPL23A
3677,RPS27,RPS10
3678,ARPC3,GLUL
3679,CD14,TMEM176B
3680,HLA-DRA,TYROBP
3681,GSN,RASSF4
3682,SLC31A2,HLA-DPA1
3683,HLA-DRB1,SNX3
3684,RPL10A,EEF1B2
3685,CD63,ADGRE2
3686,PLXDC2,PSAP
3687,RPS14,RPL19
3688,KYNU,CD86
3689,FCER1G,LY96
3690,MPEG1,ZEB2
3691,CTSH,SRGN
3692,MS4A7,CFD
3693,CST3,CLEC7A
3694,RPS8,PTPRCAP
3695,RPS5,RPL32
3696,LST1,CTSH
3697,RPS23,RPL28
3698,LMO2,TGFBI
3699,CEBPD,MS4A6A
3700,LRP1,MPEG1
3701,KIF14,NUSAP1
3702,TMEM176A,NCF2
3703,HSBP1,GRN
3704,FTL,MS4A7
3705,FCER1G,DPYSL2
3706,LILRB2,CST3
3707,ASAH1,CST3
3708,RPL5,RPL32
3709,HLA-DMA,ADAP2
3710,HLA-DMA,SRGN
3711,EPB41L3,C5AR1
3712,HSPA1A,SAT1
3713,CD68,CD14
3714,VIM,S100A10
3715,DUSP2,CD8A
3716,CEBPD,AIF1
3717,LYZ,LPCAT2
3718,STK17A,CTSW
3719,TIMP1,MAFB
3720,NPC2,ZEB2
3721,HLA-DPA1,HLA-DRA
3722,TNFSF13,MS4A7
3723,HNMT,FCER1G
3724,MFSD1,ANXA5
3725,SYK,EMILIN2
3726,CYBB,LGALS3
3727,C1QA,CST3
3728,RAB31,LRRC25
3729,FCER1G,HCK
3730,ANXA5,C5AR1
3731,RPL24,RPL27
3732,RPSA,RPS15A
3733,RPL32,RPL37A
3734,S100A6,ANXA2
3735,RPSA,RPS3
3736,HLA-DQB1,HLA-DRB5
3737,HLA-DRB1,S100A9
3738,HNMT,TGFBI
3739,GLUL,CYBRD1
3740,RPS7,RPS18
3741,RPL30,TOMM7
3742,CD63,SLC16A3
3743,CYBB,BST1
3744,PSAP,TGFBI
3745,ACTB,SRGN
3746,RPS18,CD3D
3747,RPS9,RPL30
3748,MAFB,LPCAT2
3749,RPS16,RPL29
3750,GZMH,NKG7
3751,FTL,CTSB
3752,RPL27,RPL30
3753,RPS16,RPS5
3754,SLC31A2,TYROBP
3755,PABPC1,RPS3
3756,LILRB2,SYK
3757,CD63,NPC2
3758,FCER1G,S100A11
3759,RAB31,COLGALT1
3760,MS4A6A,GLUL
3761,FCER1G,PILRA
3762,LILRB2,SLC43A2
3763,FCER1G,HNMT
3764,GLUL,MS4A7
3765,RPL4,TPT1
3766,LILRB4,CD74
3767,MS4A7,LRRC25
3768,HCK,VMO1
3769,FCER1G,TLR2
3770,C5AR1,RNF130
3771,PFN1,LCP1
3772,RPL10A,RPS2
3773,RPLP1,RPL30
3774,C1QA,SYK
3775,RPS27A,RPL35
3776,LEF1,RPL30
3777,GRN,LYZ
3778,FBP1,CTSH
3779,LGALS3,RAB31
3780,SERPING1,TFEC
3781,CTSZ,APLP2
3782,RPS7,RPL19
3783,RPS8,RPL28
3784,RPL27A,RPS27
3785,MS4A6A,LRP1
3786,RPL28,PTPRCAP
3787,CSF3R,LILRA5
3788,TNFAIP2,TMEM176B
3789,TIMP1,FCER1G
3790,TMEM176A,HLA-DPB1
3791,RPL34,RPL26
3792,ALDH2,CSTA
3793,PTPRCAP,RPL32
3794,FTL,MPP1
3795,C3AR1,AIF1
3796,LACTB,FCGR3A
3797,RPL13,RPL5
3798,RPL37A,RPS25
3799,CYBB,HLA-DRB1
3800,CD14,CTSH
3801,CSF3R,HLA-DRA
3802,MS4A6A,RAB31
3803,EPB41L3,HNMT
3804,FCGR3A,S100A9
3805,GRN,KCTD12
3806,TIMP1,TGFBI
3807,CTNNA1,HLA-DRB1
3808,PPT1,CST3
3809,CTSH,MPEG1
3810,ADGRE2,IGSF6
3811,RPS12,RPL14
3812,FGD4,PYGL
3813,LYN,MAFB
3814,CD74,NINJ1
3815,RPL34,RPS29
3816,GLUL,CTSB
3817,TYROBP,IGSF6
3818,RPS4X,RPS13
3819,MPP1,HLA-DPA1
3820,HCK,FCGR2A
3821,HLA-DMA,MPEG1
3822,SCIMP,LY86
3823,RPS16,RPL10
3824,RPL23A,RPL13
3825,RPL14,CD3D
3826,GRN,FCGRT
3827,ARHGEF10L,SERPINA1
3828,RPL37A,RPLP2
3829,RPL10,RPL30
3830,SH2D1A,GZMK
3831,CYBB,GNS
3832,RASSF4,HLA-DRA
3833,PYGL,CPVL
3834,FCGRT,TIMP2
3835,RPS3,RPS11
3836,VAMP5,C1QA
3837,EVI5,CD14
3838,SERPINA1,SIGLEC10
3839,AIF1,SCIMP
3840,TMEM176B,FCGR3A
3841,RASSF4,C1QA
3842,AIF1,LILRB2
3843,RPL4,RPSA
3844,RPL17,RPL6
3845,RPL13A,RPS2
3846,RPL27A,RPS28
3847,RPL3,RPL12
3848,C1QB,TMEM176A
3849,SERPINA1,LGALS1
3850,LDHB,RPS27A
3851,RPL12,RPS10
3852,APMAP,SRGN
3853,IFI30,RBP7
3854,RAC1,NPC2
3855,LY86,CTSS
3856,OAZ1,S100A11
3857,RPL29,RPS27
3858,RPL3,EEF1B2
3859,SAT1,SERPINA1
3860,RPS10,RPL30
3861,TPT1,RPS27
3862,LYZ,HSPA1A
3863,RAB32,CLEC4A
3864,KIAA0930,FCER1G
3865,SLC8A1,TMEM176A
3866,CLEC7A,ITGB2
3867,RPLP0,RPL8
3868,FCGR2A,HLA-DMA
3869,PILRA,SERPINA1
3870,DUSP6,LRP1
3871,SERPINA1,CLEC12A
3872,H2AFY,CD74
3873,NACA,RPL34
3874,RPS14,RPL24
3875,GNAI2,SERPINA1
3876,RPL37A,FAU
3877,RBM47,HLA-DPB1
3878,LILRB2,CPVL
3879,ASAH1,CPVL
3880,CST3,MAFB
3881,CTSH,CD86
3882,DPYSL2,LYZ
3883,HLA-DRA,PLXNB2
3884,RPS7,RPL11
3885,HLA-DPA1,FTH1
3886,NPC2,DUSP1
3887,LPCAT2,HLA-DMA
3888,SYK,MPEG1
3889,RPL19,RPL18A
3890,DUSP1,HLA-DPB1
3891,C1QB,LILRB2
3892,VCAN,MAFB
3893,LGALS1,MYL6
3894,MPP1,TYROBP
3895,RPLP2,RPS19
3896,HLA-DMA,PSAP
3897,RPL18A,RPL30
3898,HLA-DMA,CD86
3899,HMOX1,MARCH1
3900,RPS6,RPLP0
3901,RPL13,RPS19
3902,TNFSF13B,HLA-DPB1
3903,HLA-DRB1,MNDA
3904,HLA-DMB,TYMP
3905,HLA-DRB1,TMEM176A
3906,OGFRL1,NCF2
3907,C5AR1,S100A9
3908,NPC2,ALDH2
3909,TTYH3,HLA-DRA
3910,PYGL,CFD
3911,SPI1,PLBD1
3912,RPS4Y1,RPS12
3913,PLAUR,GLUL
3914,SPI1,VMO1
3915,METRNL,LYZ
3916,SH3BGRL,FCER1G
3917,LYZ,CTSB
3918,CTNNA1,SAT1
3919,LYZ,SLC8A1
3920,CTNND1,CTSS
3921,TPT1,RPS28
3922,RPL30,LTB
3923,RPL14,RPS18
3924,HMOX1,CDA
3925,SLC7A7,FCGR3A
3926,IL2RG,IL32
3927,RPL8,RPS21
3928,RPS13,RPS15A
3929,CD2,B2M
3930,FTL,C1QB
3931,IL2RB,SRGN
3932,AIF1,CD68
3933,AIF1,GRN
3934,CFD,TIMP2
3935,HLA-DRA,CTNNA1
3936,RPS9,RPL5
3937,FCER1G,SKAP2
3938,C1QA,CLEC4A
3939,CLEC7A,KYNU
3940,CST3,FCER1G
3941,RPL3,RPS2
3942,FTL,CDKN1A
3943,FCGR2B,CD68
3944,MAFB,SLC8A1
3945,HLA-DRA,KYNU
3946,LILRB2,CFD
3947,CEBPD,SLC11A1
3948,RPL32,RPL18A
3949,LILRA6,CSTA
3950,CD68,CPVL
3951,HLA-DRB1,LILRB2
3952,HCK,TYROBP
3953,IFI30,CD302
3954,PLXDC2,HLA-DRA
3955,FCGRT,CLEC7A
