,0,1
9442,SLC8A1,FGL2
9443,CTSS,RAB32
9444,NPC2,CD300C
9445,PLAUR,TIMP1
9446,RPL34,RPS3
9447,CCL5,DTHD1
9448,FCN1,VCAN
9449,CD300C,FCER1G
9450,ITGB2,AIF1
9451,LYN,NINJ1
9452,RPL18,RPS13
9453,SLC11A1,LYN
9454,ARPC3,SAT1
9455,RPL38,RPS21
9456,CEBPD,CTSH
9457,MS4A6A,RGS18
9458,RPS25,RPS2
9459,CD302,PSAP
9460,SYK,S100A9
9461,ANXA2,TALDO1
9462,LYZ,CST3
9463,SH2B3,HLA-DPB1
9464,CD300C,TGFBI
9465,RPL10A,RPL31
9466,GLA,HLA-DRA
9467,SLC7A7,HLA-DPB1
9468,TMEM176B,PLEK
9469,RPL17,RPL28
9470,RAB31,FTL
9471,ANXA5,RAB31
9472,GLA,C1QA
9473,RPL11,RPS19
9474,RPS13,RPL11
9475,TUBA1B,FTH1
9476,ADGRE2,CD86
9477,CEBPD,LYZ
9478,LRP1,ICAM4
9479,CTSS,CTNND1
9480,CLEC7A,CCDC88A
9481,HNMT,EMILIN2
9482,HCK,FCGR3A
9483,RPL30,RPL36
9484,LTB,CD52
9485,TNFAIP2,CLIC2
9486,CST3,GSN
9487,C1QB,SPI1
9488,SLC11A1,FTL
9489,CD68,METRNL
9490,HLA-DRA,CCDC88A
9491,TYROBP,PSAP
9492,RPL7A,PABPC1
9493,TYROBP,CD86
9494,SYNGR2,CD74
9495,RPLP0,RPL18
9496,MNDA,HNMT
9497,PLXDC2,CD68
9498,RPL35A,RPS2
9499,RPS27,TOMM7
9500,PLAUR,LGALS3
9501,RPS2,RPS23
9502,RPS23,RPS10
9503,FCER1G,SMPDL3A
9504,C1QA,CSTA
9505,SLC8A1,SPI1
9506,PICALM,HLA-DRA
9507,LYZ,SYK
9508,FCER1G,CSF3R
9509,FCGR2A,MEF2C
9510,FTL,CLEC4A
9511,PLAUR,VCAN
9512,RAB31,TNFAIP2
9513,CLEC7A,TIMP2
9514,RPL41,RPS27
9515,RPLP1,RPL22
9516,S100A10,S100A11
9517,LYN,PLXDC2
9518,LYN,CORO1C
9519,TMEM51,ALDH3B1
9520,LGALS1,NINJ1
9521,RPS14,RPL3
9522,RPLP2,CD3E
9523,PLBD1,CD14
9524,RPL13,CD3E
9525,C3AR1,CTSH
9526,TMEM176B,LYN
9527,TYROBP,FMNL2
9528,SPI1,LMO2
9529,RPS19,RPS6
9530,CTSS,NCF2
9531,GAPDH,ATP6V0C
9532,FES,MS4A6A
9533,CTSH,MNDA
9534,TMEM176A,MARCH1
9535,CD74,UBC
9536,S100A11,SYNGR2
9537,RPL38,RPL32
9538,CTSH,TMEM176A
9539,LST1,TNFSF13
9540,S100A9,PSAP
9541,HLA-DRB1,SPI1
9542,GSN,LAT2
9543,TIMP1,EMILIN2
9544,RPL27,RPS15
9545,MAFB,SLC43A2
9546,RNF130,S100A9
9547,CD7,CST7
9548,FMNL2,IGSF6
9549,RPS4X,RPL29
9550,C19orf38,TGFBI
9551,FTL,CTSC
9552,RPS4X,RPS5
9553,HLA-DMA,MNDA
9554,HLA-DRA,PLAUR
9555,TIMP2,CD68
9556,IGSF6,MAFB
9557,LILRB2,CYBB
9558,ASAH1,CYBB
9559,ACTB,CFL1
9560,S100A6,SLC11A1
9561,RPS3,RPS13
9562,TPT1,EEF1A1
9563,RPLP1,RPS15
9564,GLUL,CLEC4A
9565,TYMP,CTNNA1
9566,PLAUR,HLA-DRB1
9567,RPL10,RPL22
9568,PSAP,CD74
9569,FGL2,RAB31
9570,RPS9,RPS12
9571,C1QA,CYBB
9572,RPS16,RPL24
9573,RPS5,RPL5
9574,CD3D,RPS15A
9575,SRGN,SERPINA1
9576,CST3,PLXDC2
9577,TLR2,MAFB
9578,ALOX5,GLUL
9579,CARD16,C1QA
9580,RPL34,UBA52
9581,IFNGR2,CLEC7A
9582,RPL4,RPLP0
9583,RPL38,RPS18
9584,RPS8,RPS10
9585,CTSH,LILRB2
9586,RPL19,RPS9
9587,RPL30,RPL8
9588,SLA2,CST7
9589,FCER1G,CD14
9590,MPEG1,CTSB
9591,RPL18,RPL37
9592,RPL23A,RPS27A
9593,SRGN,PGK1
9594,FTL,APLP2
9595,TIMP1,SRGN
9596,HLA-DPB1,ETS2
9597,HLA-DPA1,SIGLEC10
9598,CD74,RNF130
9599,HLA-DPA1,LGALS1
9600,CST3,DOK3
9601,ALOX5,LRP1
9602,RPS15A,RPL27
9603,RPLP1,RPS12
9604,TBXAS1,SECTM1
9605,BST1,GLUL
9606,CST3,ATP6V0B
9607,HMOX1,HLA-DMA
9608,HLA-DMA,LILRB2
9609,CD93,PLAUR
9610,S100A11,GRN
9611,PLAUR,GNS
9612,TNFSF13,APLP2
9613,S100A8,GLUL
9614,CYBA,FTL
9615,RAB32,RAB31
9616,RPS7,RPL3
9617,CD93,MS4A6A
9618,CTSS,HLA-DPB1
9619,PYHIN1,GZMA
9620,TNFAIP2,SLC8A1
9621,KCTD12,MS4A6A
9622,SYK,MNDA
9623,TYMP,H2AFY
9624,FCGRT,ALDH2
9625,SYK,TMEM176A
9626,NPC2,CTSB
9627,SPI1,FCGR3A
9628,RAB13,IL18
9629,RPL10,RPS15
9630,IGSF6,FCER1G
9631,CD93,AIF1
9632,RPL9,RPL23A
9633,RPS4X,RPL10
9634,HLA-DMA,SYNGR2
9635,LILRB3,TGFBI
9636,LYN,FGD4
9637,APLP2,LAT2
9638,RPL38,RPL19
9639,GRN,PLBD1
9640,KCTD12,AIF1
9641,HLA-DPB1,SLC31A2
9642,IFITM3,CLEC7A
9643,LPCAT2,HLA-DRB1
9644,LYN,EMILIN2
9645,RPL3,RPL31
9646,RPS6,RPS23
9647,RPL18A,RPL22
9648,BST1,RAB31
9649,IGSF6,TGFBI
9650,CYBB,DAPK1
9651,HNMT,MPEG1
9652,GLA,IFI30
9653,TNFSF13B,MARCH1
9654,TLR2,FCER1G
9655,CD7,RPS18
9656,RPS18,IFITM1
9657,RPS10,RPS15
9658,FAU,RPS27A
9659,ZYX,TUBA1B
9660,LST1,SLC31A2
9661,MAFB,CPVL
9662,GLUL,APLP2
9663,CST3,GSTO1
9664,FCER1G,MTSS1
9665,NPC2,MPP1
9666,LAP3,SECTM1
9667,FCGR3A,PDK4
9668,RPL10,RPS12
9669,ANXA5,CTSS
9670,LYZ,CLEC4A
9671,SYK,LILRB2
9672,HLA-DPB1,GNB4
9673,RAB31,SORT1
9674,NACA,RPS21
9675,GRN,ETS2
9676,RPS27,LTB
9677,CTSH,GRN
9678,RPS5,RPS19
9679,PLAUR,SAT1
9680,SCIMP,NPC2
9681,TYROBP,PTAFR
9682,CYBB,ASAH1
9683,SLC15A3,LYZ
9684,LYN,SRGN
9685,IRF5,SLC11A1
9686,LY86,NCF2
9687,GRINA,FCER1G
9688,RPS10,RPS12
9689,RPL10A,RPS19
9690,FCGR2A,LY86
9691,LRRC25,ANPEP
9692,CTSS,PLEK
9693,CST3,FGD4
9694,RPS21,RPS15
9695,RPL5,RPS19
9696,LTB,RPS15
9697,RPL18A,LTB
9698,DUSP1,CEBPD
9699,RPL30,RPS24
9700,HLA-DMA,CD68
9701,ATP6V0B,SERPINA1
9702,HLA-DMA,GRN
9703,CST3,EMILIN2
9704,CXCL16,GRINA
9705,ZEB2,ANXA5
9706,CD81,HLA-DPB1
9707,MS4A7,ZEB2
9708,ALDH2,SLC7A7
9709,CD68,IRF8
9710,GRINA,TGFBI
9711,OAS3,IFIT3
9712,RAB31,TBXAS1
9713,TMEM176A,PILRA
9714,RPS24,RPS6
9715,FGD4,RAB31
9716,TMEM176A,HNMT
9717,LILRB1,HLA-DRB1
9718,AIF1,C1orf162
9719,MS4A7,GRINA
9720,RPLP2,RPL34
9721,RPS18,RPL3
9722,B2M,MYL6
9723,HLA-DPB1,CD81
9724,PGD,CD74
9725,RPL13,RPL34
9726,PAK1,CST3
9727,HNMT,CD86
9728,FCER1G,SLC43A2
9729,SCIMP,C1QA
9730,CD302,HLA-DRA
9731,LILRB4,CD68
9732,FTL,RAC1
9733,SLC11A1,TBXAS1
9734,HCK,SLC15A3
9735,RPL11,RPS8
9736,RPL18A,RPS12
9737,MAFB,CFD
9738,CTSS,BASP1
9739,SERPINA1,IGSF6
9740,RPL18,RPL26
9741,CD74,S100A9
9742,CD2,CCL5
9743,SYNGR2,TUBA1B
9744,CYBB,NPC2
9745,ADGRE2,HLA-DRA
9746,TYROBP,LILRA5
9747,RPS19,RPL17
9748,C1QB,FCGR2A
9749,FTH1,TNFRSF1B
9750,MS4A6A,RAB32
9751,RPS28,RPL34
9752,FCER1G,CSTB
9753,RPS11,RPS6
9754,HLA-DRB1,VMO1
9755,GRN,HLA-DPA1
9756,CTSS,SOD2
9757,UBA52,RPL34
9758,LRP1,CD93
9759,CST3,ADAP2
9760,GRN,GNB4
9761,CST3,SRGN
9762,RPL18,RPS29
9763,CTSS,LYN
9764,HLA-DMB,CSTA
9765,RPL17,EEF1B2
9766,RPS4X,RPS3
9767,LYZ,APLP2
9768,PLBD1,CPVL
9769,CARD16,IFI30
9770,CYBB,GNAI2
9771,APLP2,ANXA2
9772,ADAP2,HLA-DRB1
9773,NACA,RPL32
9774,FOS,VCAN
9775,RNF130,LILRB2
9776,AIF1,MAFB
9777,PSAP,FMNL2
9778,MEF2C,MNDA
9779,SYK,GRN
9780,RPLP2,LDHB
9781,FCGR3B,FCER1G
9782,RPS23,RPL31
9783,CD63,HLA-DMA
9784,RPL13,LDHB
9785,C5AR1,PDK4
9786,MPP1,PLAUR
9787,LY86,HLA-DPB1
9788,ITGAX,PSAP
9789,FGL2,CTSS
9790,SECTM1,MYOF
9791,CD68,BASP1
9792,IL18,CST3
9793,RPS29,RPL29
9794,TIMP1,CD86
9795,LRRC25,GLUL
9796,TMEM176B,HLA-DMB
9797,HLA-DPA1,IFNGR2
9798,RPS29,RPS5
9799,GLUL,BTK
9800,RPL27,RPSA
9801,RPL37,RPL26
9802,TGFBI,SERPINA1
9803,RPS27,CD3E
9804,RPL14,RPL3
9805,MARCH1,HLA-DMA
9806,HLA-DRB1,SWAP70
9807,CD68,SOD2
9808,HLA-DRB1,FCGR2A
9809,LRRC25,LRP1
9810,LYN,MPEG1
9811,DSE,ALDH2
9812,MAFB,LRRC25
9813,IFI30,PTGS1
9814,S100A9,HLA-DRA
9815,LYZ,FBP1
9816,NAMPT,HLA-DRB1
9817,TCF7,LTB
9818,RAB32,CTSS
9819,SECTM1,LAP3
9820,C3AR1,IFITM3
9821,TMSB4X,GAPDH
9822,RPS25,RPS7
9823,RPL37,RPS29
9824,LYZ,DUSP6
9825,TNFSF13B,S100A11
9826,RPL38,RPL24
9827,ALOX5,CTSS
9828,LGALS3,NCF2
9829,TNFSF13B,PILRA
9830,GRN,TYROBP
9831,LRRC25,RAB31
9832,CPVL,PPT1
9833,IQGAP1,CYBB
9834,XCL1,GZMA
9835,SLC43A2,CYBB
9836,H2AFY,CD68
9837,H2AFY,GRN
9838,MS4A4A,NPL
9839,FCER1G,CPVL
9840,HCK,PLAUR
9841,PLBD1,CFD
9842,IL18,SYK
9843,RPL4,RPS27A
9844,TYROBP,IL18
9845,MAFB,FBP1
9846,CD68,C3AR1
9847,BST1,CTSS
9848,CTNND1,HLA-DPB1
9849,CD68,FTL
9850,FCGR2B,FCER1G
9851,FCGRT,PLXDC2
9852,S100A8,CTSS
9853,RAB31,ALDH2
9854,MAFB,DUSP6
9855,SAT1,GLUL
9856,HCK,AIF1
9857,SIGLEC10,CXCL16
9858,DPYSL2,HLA-DPA1
9859,IFNGR2,TGFBI
9860,RPS8,RPL31
9861,RPL35A,RPS7
9862,NACA,RPL19
9863,RNF130,GRN
9864,SAT1,POMP
9865,RPL30,CD7
9866,DOK3,S100A9
9867,RAC1,HLA-DMA
9868,KCTD12,SLC11A1
9869,SAT1,LILRB4
9870,FCGRT,DOK3
9871,FCGR3A,FCGR2A
9872,GNAI2,GLUL
9873,SRGN,C5AR1
9874,SLC11A1,CTSH
9875,RPS2,RPL28
9876,FCGRT,ATP6V0B
9877,RPL3,IL7R
9878,NKG7,HOPX
9879,RPS3A,RPL22
9880,CST3,MPEG1
9881,RPS21,TPT1
9882,LTB,TPT1
9883,RPL10,RPSA
9884,CORO1C,LYN
9885,DAPK1,SERPINA1
9886,CTSH,RASSF4
9887,CD3E,RPS7
9888,RPL26,RPL15
9889,CEBPD,CD74
9890,SAT1,RAB31
9891,CLEC7A,FCER1G
9892,IFITM3,FCER1G
9893,VCAN,MPEG1
9894,CD68,TNFAIP2
9895,CD74,LYZ
9896,TYROBP,CTSL
9897,PILRA,RAB31
9898,SCIMP,IFI30
9899,CST3,SCPEP1
9900,SERPINA1,ARHGEF10L
9901,RPS10,RPSA
9902,S100A12,S100A8
9903,FTH1,FCER1G
9904,SRGN,CTSC
9905,CLEC7A,TGFBI
9906,IFITM3,TGFBI
9907,MARCH1,LRP1
9908,GNAI2,RAB31
9909,LGALS3,HLA-DPB1
9910,IFI30,BCAT1
9911,FCER1G,CFD
9912,SYNGR2,HLA-DRA
9913,RPL11,RPS13
9914,RPL24,RPL7A
9915,LY86,FCGR2B
9916,RPS25,RPL37A
9917,SLC7A7,TMEM176B
9918,SOD2,SERPINA1
9919,RPL22,RPL27
9920,C1orf162,FCGR2A
9921,RPS12,RPS3A
9922,FCGR1A,TYROBP
9923,OGFRL1,TLR2
9924,FCGR2A,CD63
9925,C5AR1,PLBD1
9926,LY86,LYN
9927,TBXAS1,MFSD1
9928,RPL7A,RPL6
9929,HLA-DPB1,HLA-DRB5
9930,MS4A6A,HLA-DPB1
9931,NINJ1,LILRB2
9932,NAMPT,SAT1
9933,MFSD1,NPC2
9934,TYROBP,VCAN
9935,NPC2,CTSZ
9936,DPYSL2,TYROBP
9937,ETS2,CTSB
9938,FCGR3A,HLA-DPA1
9939,RPL19,RPL38
9940,THEMIS2,GLUL
9941,TIMP2,CLEC12A
9942,CD14,FOS
9943,GSTP1,HLA-DPB1
9944,RPS3A,LTB
9945,RPL32,RPS29
9946,RPS5,RPS8
9947,ACSL1,GLUL
9948,RPL36,RPL27
9949,FOS,SAT1
9950,CST3,PSAP
9951,CD74,FCGRT
9952,CST3,CD86
9953,RPS21,RPSA
9954,NINJ1,SYNGR2
9955,LTB,RPSA
9956,CFD,PLXDC2
9957,TMEM176B,CTSH
9958,RPS13,RPL15
9959,S100A9,CTSL
9960,RPSA,RPS6
9961,RPL5,RPS8
9962,RPL35A,RPL37A
9963,CTSB,MAFB
9964,CYBB,ATP6V1B2
9965,MPEG1,S100A9
9966,LST1,ITGB2
9967,HLA-DPB1,THEMIS2
9968,METRNL,TYROBP
9969,RPS11,RPL17
9970,CDKN1A,FTL
9971,LILRB2,ZEB2
9972,RPS3A,RPS12
9973,CTSB,MYL6
9974,RPL7A,RPL34
9975,HMOX1,CST3
9976,ZEB2,HLA-DRB1
9977,FCGRT,EMILIN2
9978,SLC31A2,FCER1G
9979,PABPC1,RPS6
9980,TYROBP,MYOF
9981,RRBP1,HLA-DRB1
9982,LILRB2,GRINA
9983,METTL7A,RAB31
9984,CPVL,ADGRE2
9985,C5AR1,FCGR2A
9986,SNX10,LYZ
9987,SPI1,PLAUR
9988,RPL19,RPS14
9989,TACC1,CD74
9990,RPS8,RPL5
9991,CTSS,SNX10
9992,SPI1,MS4A6A
9993,FCER1G,LRRC25
9994,CST3,FMNL2
9995,NPC2,S100A9
9996,RPL32,RPL38
9997,RPSA,RPL13A
9998,FCER1G,LTBR
9999,GNG5,FTL
10000,RPS27,RPL34
10001,AIF1,ZNF385A
10002,ATP6V0B,C5AR1
10003,PSAP,HLA-DRA
10004,APOC1,IL18
10005,RPS29,RPS3
10006,C1QB,MCTP1
10007,SPI1,AIF1
10008,RPS23,RPS19
10009,FCGR3A,TYROBP
10010,HNMT,MFSD1
10011,HLA-DPA1,SERPINA1
10012,RPLP1,NACA
10013,CSTB,FCER1G
10014,CD36,FCER1G
10015,HLA-DRA,GNG5
10016,RPS6,RPL28
10017,FYN,KLRB1
10018,RPS12,RPL9
10019,MYL6,LGALS1
10020,MNDA,PLBD1
10021,ARPC3,FTL
10022,LYZ,FGL2
10023,FCGRT,ADAP2
10024,NINJ1,GRN
10025,CTSS,HLA-DMB
10026,RGS18,FCGR3A
10027,RPL27,RPL13
10028,SLC7A7,CTSH
10029,DOK3,MNDA
10030,IFI30,CSTA
10031,SPI1,DSE
10032,EPB41L3,FCGR3A
10033,RPL30,RPS21
10034,C5AR1,HLA-DPA1
10035,RPL32,RPS14
10036,PTPRCAP,RPS8
10037,LYN,JDP2
10038,RPLP1,RPL13
10039,CPVL,NPC2
10040,HLA-DMA,SIGLEC10
10041,RPS27,LDHB
10042,CYBB,MARCH1
10043,MAFB,FGL2
10044,ANXA5,FCGR3A
10045,RPS3A,CD3E
10046,RPL11,RPL37
10047,CD74,NAMPT
10048,CD68,SORT1
10049,MTSS1,TYROBP
10050,TGFBI,CEBPD
10051,RPLP2,RPL29
10052,RPL13,RPL29
10053,CD302,SLC7A7
10054,CTSS,TMEM176B
10055,RPLP2,RPS5
10056,PLEK,FCGR2A
10057,RPL13,RPS5
10058,CLEC4A,RNF130
10059,SYNGR2,FTH1
10060,FMNL2,LILRB4
10061,SHTN1,HLA-DRA
10062,RAB31,PLXDC2
10063,RPL28,RPL5
10064,RPL4,RPL6
10065,SYNE2,CST7
10066,PYCARD,AIF1
10067,SERPINA1,S100A6
10068,ZEB2,SAT1
10069,CLEC7A,BRI3
10070,RPL30,CD3D
10071,TYMP,HLA-DMA
10072,FCGR2A,CYBB
10073,TGFBI,C5AR1
10074,RPS8,RPS19
10075,CD68,TBXAS1
10076,LYZ,SPI1
10077,HLA-DRA,MEF2C
10078,SERPINA1,CSTA
10079,SAT1,CTSS
10080,SYNGR2,IFI30
10081,FMNL2,RAB31
10082,MARCH1,CD14
10083,MEF2C,CD93
10084,CD86,ANXA5
10085,RAB31,DOK3
10086,PILRA,CTSS
10087,RAB31,ATP6V0B
10088,MS4A6A,FTL
10089,LDLRAD3,LILRB2
10090,RPL10,RPL13
10091,C5AR1,TYROBP
10092,HLA-DRB1,LAT2
10093,ZNF385A,MS4A7
10094,SLC11A1,DOK3
10095,RPL34,RPS27
10096,SLC11A1,ATP6V0B
10097,MAFB,SPI1
10098,PLSCR1,AIF1
10099,RPS5,RPS13
10100,NR4A1,RGS2
10101,RPL12,RPL6
10102,CFD,ADAP2
10103,MPEG1,MNDA
10104,PLEK,HLA-DPA1
10105,RPS19,RPS23
10106,LRP1,DAPK1
10107,MPEG1,TMEM176A
10108,PHC2,HLA-DRA
10109,GRN,H2AFY
10110,RPS10,RPL13
10111,ALDH3B1,CST3
10112,CTSB,RNF149
10113,RPL5,RPS13
10114,PSAP,CEBPB
10115,PGD,HLA-DRA
10116,MNDA,HLA-DPA1
10117,KYNU,NPC2
10118,CD86,MFSD1
10119,RPLP2,RPL10
10120,HMOX1,CPVL
10121,FCGRT,MPEG1
10122,RPL6,RPL12
10123,RPL13,RPL10
10124,PTAFR,CD68
10125,LILRB1,MRAS
10126,CTSC,SRGN
10127,CST3,PTAFR
10128,RPL10A,RPS9
10129,VCAN,CD163
10130,RPL6,EEF1B2
10131,NPC2,MNDA
10132,NPC2,TMEM176A
10133,CSTA,HLA-DMA
10134,SLC11A1,IFITM3
10135,RPL41,RPS27A
10136,RPS3,RPL27
10137,FGL2,FCGR3A
10138,RPS27A,RPL38
10139,RPL12,RPL34
10140,RPSA,RPL17
10141,POMP,CST3
10142,VMO1,CST3
10143,FBP1,CD68
10144,LRP1,ASAH1
10145,LILRB2,FCGR1A
10146,CD86,CXCL16
10147,TGFBI,PILRA
10148,HLA-DRB1,ARPC3
10149,AIF1,TNFSF13B
10150,CD8A,B2M
10151,TGFBI,HNMT
10152,RPS16,RPS6
10153,RPL30,RPS18
10154,UBA52,RPL10
10155,MPEG1,SCIMP
10156,RPS21,RPL13
10157,LTB,RPL13
10158,MPEG1,LILRB2
10159,RPS11,RPLP1
10160,RPL28,RPS19
10161,CTSB,ZNF385A
10162,TNFSF13B,SLC8A1
10163,SAT1,PLSCR1
10164,BCAT1,CYBB
10165,FCGR2B,IGSF6
10166,CTSS,CTSH
10167,LY86,HLA-DMB
10168,RPS11,RPS4X
10169,CYBB,HCK
10170,RPS2,RPL32
10171,FTL,SWAP70
10172,RPS3,LCK
10173,LILRB1,CYBB
10174,SCIMP,LST1
10175,FTL,FCGR2A
10176,RPS27,RPL35A
10177,PDK4,NPC2
10178,RAB31,FGD4
10179,LYN,CXCL16
10180,TTYH3,SERPINA1
10181,RPL11,RPL26
10182,LGALS1,ANXA5
10183,PLEK,TYROBP
10184,RPL36,RPS16
10185,RAB32,FCGR3A
10186,RAB31,EMILIN2
10187,RPS15A,TPT1
10188,IFI30,LILRB4
10189,SOD2,C5AR1
10190,ANXA2,NPC2
10191,LAP3,HLA-DRB1
10192,SLC8A1,ANXA2
10193,EMILIN2,NCF2
10194,LGALS3,RNF130
10195,MNDA,TYROBP
10196,NPC2,SCIMP
10197,CD68,DUSP1
10198,NPC2,LILRB2
10199,LAT2,IFI30
10200,RHOA,SRGN
10201,RPL18A,RPL35A
10202,FCGRT,PSAP
10203,FCGRT,CD86
10204,PLAUR,SOD2
10205,FCER1G,FLVCR2
10206,RPS27A,RPS14
10207,LRP1,NPC2
10208,GZMK,CD8A
10209,RPL30,RPL19
10210,IL18,BTK
10211,CYBB,PILRA
10212,LY86,TMEM176B
10213,CD86,TIMP1
10214,BST1,FCGR3A
10215,TIMP1,VCAN
10216,CD68,ALDH2
10217,RAC1,CST3
10218,RPS15A,RPS10
10219,S100A11,SLC16A3
10220,CFD,LILRB3
10221,SPI1,SLC11A1
10222,ZFAND5,LYZ
10223,RPL37A,RPL3
10224,RPL23A,RPL15
10225,TMEM176B,IFITM3
10226,CFD,MPEG1
10227,TFPI,APOE
10228,PLXDC2,SERPINA1
10229,HLA-DRB1,ANXA2
10230,RPL6,RPS2
10231,SLC8A1,TNFSF13B
10232,ALDH2,LYN
10233,HLA-DMB,GRINA
10234,RAB31,ADAP2
10235,P4HB,LGALS1
10236,S100A11,NPC2
10237,GLUL,FCGR2A
10238,RAB31,SRGN
10239,RPS12,TOMM7
10240,PLAUR,FTL
10241,RPS23,RPS8
10242,RPL8,RPS8
10243,IFNGR1,SERPINA1
10244,RPL31,RPS27A
10245,MS4A7,ITGAX
10246,LILRA2,ICAM4
10247,RPLP2,RPS3
10248,RPS12,PABPC1
10249,GSTO1,ANXA2
10250,RPL13,RPS3
10251,HMOX1,APLP2
10252,MPEG1,GRN
10253,RPL10A,RPL37
10254,CD74,AP1S2
10255,RPL35,EEF1D
10256,SERPINA1,RAB31
10257,VCAN,CXCL16
10258,RPL5,RPL37
10259,SNX3,HLA-DPA1
10260,GNB4,ICAM4
10261,PAK1,FGL2
10262,RPL34,RPL7A
10263,HLA-DRB1,TNFSF13B
10264,FCER1G,CCDC88A
10265,RPLP0,RPL5
10266,HMOX1,LRRC25
10267,RPS7,RPL35
10268,RPS6,RPL12
10269,HLA-DPA1,C5AR1
10270,HLA-A,SRGN
10271,BASP1,IFI30
10272,TNFAIP2,CD68
10273,RPL15,TPT1
10274,CTSL,FCER1G
10275,RPS28,RPS3
10276,CEBPD,HLA-DRA
10277,NPC2,GRN
10278,CYBB,FGD2
10279,RPS24,RPS23
10280,TIMP2,SERPINA1
10281,RPS6,EEF1B2
10282,RPS27A,RPS3A
10283,UBA52,RPS3
10284,ATP6V1F,FCER1G
10285,RPL7A,RPL29
10286,FCGR3A,H2AFY
10287,LILRB2,NINJ1
10288,CFD,PSAP
10289,CFD,CD86
10290,TYROBP,RAB32
10291,CDK2AP1,SPI1
10292,RPL7A,RPS5
10293,LPCAT2,C3AR1
10294,APLP2,GLUL
10295,TNFSF13B,TNFSF13
10296,LAP3,SAT1
10297,FTL,TYROBP
10298,LYN,VCAN
10299,LGALS1,TIMP1
10300,SLC7A7,IFITM3
10301,FCER1G,TIMP2
10302,CCL5,KLRD1
10303,RPL30,RPL11
10304,CTSH,NPC2
10305,HLA-DPA1,CTSC
10306,DSE,MPEG1
10307,CD33,CYBB
10308,VCAN,TIMP1
10309,CD7,PRF1
10310,MARCH1,CPVL
10311,TNFSF13,TYROBP
10312,RPS27,RPL29
10313,PSAP,SLC7A7
10314,KLRD1,CD8A
10315,PYGL,PLXDC2
10316,PGK1,ANXA5
10317,TCF4,TYROBP
10318,RPS27,RPS5
10319,CXCL16,PLAUR
10320,SLC15A3,DMXL2
10321,LY86,CTSH
10322,ZNF385A,C1QB
10323,RPS11,RPS23
10324,MS4A6A,TBXAS1
10325,MGAT1,SERPINA1
10326,LGALS1,ALDOA
10327,PAK1,SPI1
10328,LGALS3,TMEM176B
10329,CPVL,MARCH1
10330,TYROBP,CTNND1
10331,MS4A4A,CXCL16
10332,CLEC4A,LYZ
10333,CD86,HLA-DRB1
10334,RPS15,RPLP1
10335,LILRA5,TNFAIP2
10336,CSTA,CSF3R
10337,HLA-DMA,GNAI2
10338,RAB31,MPEG1
10339,MFSD1,HCK
10340,TMEM176B,C19orf38
10341,CEBPD,NR4A1
10342,MS4A6A,TMEM176B
10343,PLBD1,CLEC7A
10344,LYZ,C1orf162
10345,CSF3R,C5AR1
10346,PLXDC2,PYGL
10347,CD63,CFD
10348,CYBB,LPCAT2
10349,LGALS1,LGALS3
10350,RPSA,RPLP1
10351,CCDC88A,CD14
10352,HLA-DPA1,HNMT
10353,GNB4,GRN
10354,RPSA,RPS4X
10355,MILR1,TIMP2
10356,CTSZ,MS4A6A
10357,CST3,VCAN
10358,PICALM,LYN
10359,C3AR1,C1QA
10360,TMEM176B,CD74
10361,TFEC,RAB13
10362,RPS16,RPL17
10363,RAB13,BASP1
10364,RPS18,RPL35
10365,RPS6,RPS2
10366,CCL5,FYN
10367,CXCL16,DSE
10368,CYBA,SRGN
10369,DMXL2,HNMT
10370,TACC1,HLA-DRA
10371,RPL26,RPL27A
10372,RPS27A,RPL9
10373,PABPC1,RPS4X
10374,ALDH2,RNF130
10375,ANXA5,PLAUR
10376,HLA-DPB1,LGALS1
10377,RPL30,RPL24
10378,FYN,NKG7
10379,TYROBP,NCF2
10380,RPS9,RPS15A
10381,SYK,NPC2
10382,NCF2,SYK
10383,CPVL,CEBPD
10384,MS4A7,MPEG1
10385,RPLP2,UBA52
10386,RPL10A,RPL26
10387,RPS27,RPL10
10388,RPS21,IL7R
10389,RPL38,RPS6
10390,RPS3,RPS16
10391,FCER1G,GAS7
10392,RPL5,RPL26
10393,FCER1G,S100A8
10394,CTSS,DOK3
10395,LST1,SIGLEC10
10396,CST3,MYOF
10397,EMILIN2,LYN
10398,RPL28,RPS8
10399,RPS18,RPS7
10400,RPS23,RPS13
10401,PLXDC2,IRAK3
10402,RPS4X,RPS27
10403,TIMP2,PYGL
10404,RPL10A,RPS29
10405,RPS12,LTB
10406,CTNND1,LYZ
10407,RAB31,PSAP
10408,RAPH1,ZNF385A
10409,RAB31,CD86
10410,RAC1,OAZ1
10411,TGFBI,CMTM6
10412,CEBPD,CEBPB
10413,FCER1G,CLEC7A
10414,MPEG1,IFNGR1
10415,RPS3A,RPL35A
10416,TYMP,CST3
10417,RPL3,RPL37
10418,C5AR1,ADM
10419,RPS15,RPL4
10420,PYGL,FGD4
10421,HLA-DRB1,RBM47
10422,CD68,PLXDC2
10423,SLC11A1,PSAP
10424,PTPRCAP,CD27
10425,CD68,CORO1C
10426,LGALS1,HLA-DRB1
10427,LDHB,RPS7
10428,HLA-DRA,BCAT1
10429,SH2B3,CD74
10430,RPL18,RPS15
10431,HLA-DRA,PAK1
10432,S100A10,YWHAH
10433,CPVL,DPYSL2
