,0,1
11189,AURKB,RRM1
11190,PSMB9,TMSB4X
11191,LGALS1,GSTO1
11192,MKI67,BRCA2
11193,S100A9,NLRP3
11194,RPS12,ZFAS1
11195,NLRC3,RARRES3
11196,PDLIM1,CD79A
11197,ASPM,KIF23
11198,DTL,DHFR
11199,CCR6,MS4A1
11200,LILRB3,CSF3R
11201,GAPDH,ALDOA
11202,MS4A7,CLEC4A
11203,CTSB,ARPC1B
11204,KIF2C,TOP2A
11205,RPL32,RPS20
11206,RPS16,RPS29
11207,PYHIN1,KLRD1
11208,SLC8A1,NCF2
11209,PSMA7,H2AFZ
11210,NKG7,IL2RB
11211,RPS7,RPL5
11212,KLRC1,SH2D1B
11213,PLK1,STMN1
11214,AIF1,TREM1
11215,ASPM,CDC25C
11216,ALDH2,HLA-DQA1
11217,IL2RG,CD7
11218,UBA52,RPLP0
11219,BLNK,HLA-DPB1
11220,GAPT,BLNK
11221,KNSTRN,CENPA
11222,TNFAIP2,ADAP2
11223,CTSB,TPP1
11224,NUF2,STIL
11225,BTK,HLA-DMA
11226,PYHIN1,SRGN
11227,GZMB,IFITM1
11228,SERPINA1,RNF130
11229,LCP1,AOAH
11230,SNX22,CD79B
11231,RPS14,TCF7
11232,KIF20A,CDCA5
11233,RPS23,RPL38
11234,FCER2,HVCN1
11235,CLEC12A,MNDA
11236,APOE,TCN2
11237,TK1,CENPW
11238,PYHIN1,SH3BGRL3
11239,F5,FOXP3
11240,FCGR1A,SERPINA1
11241,CD22,HLA-DPB1
11242,FAM111B,SMC2
11243,GIMAP7,GIMAP4
11244,DIAPH3,PLK1
11245,ALDH2,HLA-DRB5
11246,MALAT1,CD69
11247,CSF3R,S100A12
11248,CENPF,BIRC5
11249,RNF130,LILRB4
11250,EME1,TYMS
11251,PHF19,CDC20
11252,TPX2,MELK
11253,CPVL,LTBR
11254,ZWINT,PHF19
11255,CST3,ACSS2
11256,HIST1H4C,NUSAP1
11257,IL2RG,GZMA
11258,HLA-DRB5,CYBB
11259,SPN,CST7
11260,EOMES,DUSP2
11261,HCST,HLA-C
11262,RRM1,PKMYT1
11263,DLGAP5,ESPL1
11264,HLA-DQA1,BIRC3
11265,YWHAE,GAPDH
11266,ANXA2,CTSB
11267,BANK1,FCRL2
11268,RPS19,RPL24
11269,TYROBP,PILRA
11270,MEF2C,CD74
11271,ANPEP,CST3
11272,CDCA2,RRM2
11273,CD14,CSTA
11274,RPL7A,RPS3
11275,BANK1,RALGPS2
11276,LST1,RAB31
11277,CSTB,GNG5
11278,KIF14,CDCA3
11279,ANPEP,FGL2
11280,FCGR3A,NKG7
11281,NR4A1,SGK1
11282,IRF8,FCRLA
11283,TLR10,CD79B
11284,APOBEC3B,CDKN3
11285,RPL5,LTB
11286,SLC9A3R1,CD247
11287,NDC80,TPX2
11288,CTSB,RTN3
11289,ADAP2,LYZ
11290,DTYMK,CENPF
11291,CPVL,MAFB
11292,KIF11,TUBA1B
11293,TNFAIP3,NFKBIA
11294,TPX2,PTTG1
11295,LILRB2,FTL
11296,PRKCH,IL2RG
11297,RPLP2,RPL29
11298,RPL12,RPL13
11299,KIF23,ARHGAP11A
11300,NKG7,PRR5L
11301,SYNE2,LCK
11302,S100A8,S100A12
11303,RPS24,RPS15A
11304,TPT1,RPL4
11305,TNFAIP3,ZFP36L2
11306,NDC80,KIF2C
11307,RPS4X,EEF1B2
11308,CD74,CD82
11309,S100A10,ANXA2
11310,RPL27A,RPL41
11311,SPN,GIMAP7
11312,SMC4,NCAPH
11313,HLA-DMB,MS4A7
11314,LILRA6,CYBB
11315,FCN1,FCGR1A
11316,KIAA1551,ETS1
11317,IL7R,CD40LG
11318,CENPF,KIFC1
11319,CFD,TNFSF13
11320,KPNA2,NUSAP1
11321,SLC9A3R1,CRIP1
11322,AURKB,UBE2T
11323,DIAPH3,CENPF
11324,RPL38,RPL24
11325,BTG2,JUNB
11326,SERPINA1,TIMP2
11327,HLA-DMB,HLA-DRA
11328,SNRNP25,RRM2
11329,CTSH,GSN
11330,EBF1,CD79A
11331,RPL30,RPL27
11332,ATAD2,DTL
11333,SLC43A2,S100A9
11334,ORC1,PKMYT1
11335,SPAG5,CDCA5
11336,RPL28,RPS23
11337,CALR,P4HB
11338,RPL7A,RPS13
11339,RAD51,AURKB
11340,CD79A,CCR7
11341,NACA,RPS28
11342,FLNA,S100A6
11343,CHEK1,DTL
11344,UQCR10,GAPDH
11345,RRM2,PSMC3IP
11346,LCK,CD27
11347,PTPRCAP,GBP5
11348,HLA-C,HCST
11349,TROAP,NCAPD2
11350,MS4A6A,FCN1
11351,LY86,CTSH
11352,PRDX1,GAPDH
11353,E2F2,MELK
11354,KLRK1,SRGN
11355,MKI67,DEK
11356,DSCC1,CENPM
11357,ACTB,LSP1
11358,CD68,SERPINF1
11359,MS4A1,COBLL1
11360,DUSP1,ZNF331
11361,PABPC1,RPS3
11362,RPS11,RPL34
11363,CD79A,IFT57
11364,MAFB,PSAP
11365,PLXDC2,LILRA5
11366,CDC45,MCM4
11367,TYMS,BRCA1
11368,LILRB1,LILRA5
11369,RPL4,RPS16
11370,RFC3,ASF1B
11371,TYMS,HMGB3
11372,C1orf162,LST1
11373,CST3,LGMN
11374,CD52,RPL30
11375,ACSL1,IL1RN
11376,BIRC5,FBXO5
11377,HLA-B,CD7
11378,STMN1,MCM3
11379,PSMC3IP,TYMS
11380,MYBL2,RFC3
11381,ASF1B,DUT
11382,SMC2,AURKB
11383,RPL13A,RPS6
11384,TMSB4X,LCP1
11385,IFI30,PLBD1
11386,MNDA,PRAM1
11387,TIGIT,CD28
11388,CSTB,TSPO
11389,PMEL,MPDZ
11390,RPL13A,RPL10
11391,DLGAP5,KIF20A
11392,DEK,CDC45
11393,KIF22,PKMYT1
11394,RPL17,UBA52
11395,PILRA,MAFB
11396,NUSAP1,CKS1B
11397,WDR62,CDK1
11398,KIF2C,CKS1B
11399,PTTG1,SKA2
11400,SHCBP1,H2AFZ
11401,HCK,FCGR1A
11402,STMN1,KIF11
11403,SMC4,SKA3
11404,RPSA,RPS3
11405,CKS1B,PKMYT1
11406,LYZ,SOD2
11407,TYMS,TRIP13
11408,RNF213,HLA-C
11409,RPL37,RPL36
11410,TUBA1B,BUB1B
11411,SERPINA1,RAB31
11412,RPS2,RPL23A
11413,PFN1,HLA-B
11414,CENPM,EZH2
11415,CXCL16,S100A9
11416,PARPBP,TPX2
11417,TREM1,NLRP3
11418,FCGR2B,MS4A1
11419,HLA-B,GZMA
11420,IFI30,FCN1
11421,ZWINT,KIFC1
11422,RRM2,MCM3
11423,PKMYT1,CENPN
11424,DNAJB4,HSPA1A
11425,MPEG1,PLD4
11426,CKAP2L,LMNB1
11427,TK1,FANCG
11428,CYBB,CLEC10A
11429,PABPC1,RPS13
11430,CD163,DOK3
11431,CDKN3,TPX2
11432,GNLY,FCRL6
11433,RPL15,RPS28
11434,CLEC12A,TGFBI
11435,FANCI,MCM10
11436,PABPC1,RPL6
11437,CDCA2,CKS2
11438,RPL27,RPL13
11439,SPARC,ITGA7
11440,BIRC5,ZWINT
11441,ARHGAP11A,PBK
11442,CYBB,TFEC
11443,RPS6,RPL28
11444,ESPL1,MKI67
11445,HELLS,UBE2T
11446,SEPT1,CD3D
11447,HLA-C,PTPRC
11448,RRM2,KIF11
11449,RPL22,RPL7A
11450,LYN,CYBB
11451,TYROBP,LILRA5
11452,FCN1,CTSS
11453,GTSE1,MELK
11454,C1orf162,CPVL
11455,KIFC1,DEPDC1
11456,RPL5,RPL17
11457,MS4A4A,APOC1
11458,AURKB,TK1
11459,PKMYT1,RAD51AP1
11460,NELL2,CD3D
11461,CENPN,NEK2
11462,BUB1B,DEPDC1
11463,PRF1,HLA-C
11464,ARHGAP30,PRF1
11465,S100A9,PSAP
11466,CCNB2,PBK
11467,B2M,LCK
11468,AURKB,H2AFV
11469,IFITM2,CST7
11470,IFT57,MS4A1
11471,CD247,TMSB4X
11472,CENPM,ANLN
11473,RPS3,TCF7
11474,RPS10,RPL4
11475,PKM,VIM
11476,RRM2,CDC25C
11477,NCAPH,NUF2
11478,CD14,CD36
11479,BUB1,TUBB
11480,RPL5,RPL18
11481,CYBB,MS4A4A
11482,ANLN,DEPDC1B
11483,MCM2,MKI67
11484,LMNB1,UBE2C
11485,RPSA,RPL6
11486,HLA-DPA1,CTSH
11487,ADAMDEC1,C1QB
11488,PKMYT1,BUB1B
11489,CDCA5,FOXM1
11490,RALGPS2,CD19
11491,NRM,NUSAP1
11492,CDCA8,CKAP2
11493,RPS19,RPS21
11494,CENPA,GPSM2
11495,HSP90AA1,HSPE1
11496,CENPW,TPX2
11497,POLQ,HMGB2
11498,SPC24,CENPM
11499,ASF1B,TICRR
11500,TYMS,ANP32E
11501,NKG7,APOBEC3G
11502,RPL36,RPL17
11503,NUSAP1,DTYMK
11504,CD1D,SYK
11505,OSBPL1A,MLPH
11506,ASPM,HJURP
11507,RPL8,RPL30
11508,LILRB2,ALDH2
11509,CD7,ID2
11510,GTSE1,PTTG1
11511,NCAPH,SPC24
11512,MCM5,CENPM
11513,CENPF,PSRC1
11514,RPL4,RPL37
11515,TK1,CLSPN
11516,RPL3,RPL15
11517,HLA-DRB5,LILRB4
11518,CLEC7A,MS4A7
11519,RPS18,EEF1A1
11520,MCM10,RAD54L
11521,SRGN,RARRES3
11522,SRGN,TIGIT
11523,CDCA7,TCF19
11524,CENPW,KIF2C
11525,ESPL1,HIST1H1B
11526,GGH,CCNA2
11527,MELK,CENPA
11528,LILRB3,CFP
11529,PTTG1,TUBB
11530,ANLN,CDCA8
11531,MELK,PCNA
11532,HLA-DOA,EBF1
11533,FANCI,TOP2A
11534,GMNN,NCAPG
11535,CENPE,KIF11
11536,CCNA2,RACGAP1
11537,FBXO5,CCNA2
11538,LYZ,CLEC10A
11539,POU2F2,SPIB
11540,TCF4,FGD2
11541,GAPT,TSPAN13
11542,DUT,TUBA1B
11543,H2AFZ,MND1
11544,HMMR,KIF15
11545,CCNA2,TUBB
11546,RPS9,RPS8
11547,HLA-DPB1,FCRL1
11548,RPL10,RPL18
11549,HLA-DQB2,HLA-DRA
11550,IL1RN,CLEC7A
11551,CENPE,KIF23
11552,RPL10,RPL28
11553,CFL1,MSN
11554,TYMS,SKA3
11555,SWAP70,RALGPS2
11556,GZMK,CXCR3
11557,CPVL,FCGR1A
11558,AURKA,RRM2
11559,APOBEC3B,MKI67
11560,ARAP2,PTPRC
11561,RPS19,RPL32
11562,CENPE,CDC25C
11563,RPL38,RPS21
11564,SKA3,MCM4
11565,CST7,SLFN12L
11566,SHCBP1,CCNB1
11567,IGSF6,LYZ
11568,PLK1,ARHGAP11A
11569,LPCAT2,CLEC7A
11570,TNFSF13,PLBD1
11571,ARHGAP24,BANK1
11572,BIRC5,SMC2
11573,FCGR2B,CD19
11574,GINS2,STMN1
11575,ANLN,FAM72D
11576,PYCARD,MS4A6A
11577,TGFBI,SLC1A3
11578,KIF20A,MAD2L1
11579,TICRR,TPX2
11580,ISG20,TIGIT
11581,RPS19,RPL18A
11582,RPL12,UBA52
11583,BANK1,GAPT
11584,LYZ,MS4A4A
11585,CD6,IFITM1
11586,MELK,E2F8
11587,FGL2,VCAN
11588,PLAT,MLPH
11589,SMC4,NUSAP1
11590,VIM,LGALS1
11591,ANXA6,NKG7
11592,MKI67,ATAD2
11593,MXD3,KIF15
11594,PSME1,CST7
11595,AURKB,DDX39A
11596,CALR,PDIA3
11597,KIF18A,TOP2A
11598,RPL7A,RPL8
11599,WDR34,AURKB
11600,TICRR,KIF2C
11601,EOMES,PRKCH
11602,C5AR1,PILRA
11603,DEPDC1B,CDCA2
11604,UBE2C,CENPA
11605,SEPT1,PRF1
11606,HMGB1,UBE2C
11607,EEF2,RPL30
11608,UBE2C,PCNA
11609,HCST,BIN2
11610,SCARF1,LYZ
11611,RPS27,RPLP2
11612,KIF4A,CCNB2
11613,SLC9A3R1,APOBEC3G
11614,UBE2T,GINS2
11615,TAPBP,CD74
11616,HJURP,PRC1
11617,ZFP36,AREG
11618,CD3E,CD52
11619,EEF2,EIF4B
11620,MAD2L1,CDCA3
11621,RPL10A,RPS9
11622,RPL38,RPL32
11623,ASPM,SHCBP1
11624,CD68,CLEC4A
11625,CTSH,IL4I1
11626,RPS15,RPS29
11627,VCAN,CDA
11628,UBE2T,KIF23
11629,MCM7,SPC24
11630,HLA-DPB1,NCF1
11631,CLIC3,GZMB
11632,CTSS,TMEM176B
11633,MS4A1,BACH2
11634,AIF1,PLBD1
11635,SLC15A3,IGSF6
11636,EZH2,UBE2C
11637,FAM72D,KIF20A
11638,CCR7,CD79A
11639,RAD51,MCM7
11640,UBE2T,CDC25C
11641,CD83,HLA-DQB1
11642,DERL3,FCRL5
11643,TOP2A,NUDT1
11644,CENPH,RRM2
11645,HLA-A,CD96
11646,RPL34,EEF1B2
11647,FCRL1,HLA-DOA
11648,COBLL1,FCRLA
11649,GZMK,CCR5
11650,RPL38,RPL18A
11651,RGS18,MS4A7
11652,JAML,TNFRSF1B
11653,TUBA1C,CDCA8
11654,MCM2,LIG1
11655,MAD2L1,TROAP
11656,KIF15,BRCA1
11657,RPS3A,RPL13
11658,RPL22,RPSA
11659,KIF15,HMGB3
11660,LILRB1,CTSH
11661,IL32,CD8A
11662,RPL10A,RPS27A
11663,IL2RG,IL32
11664,GZMH,B2M
11665,NCAPG,PBK
11666,AIF1,FCN1
11667,UBE2C,E2F8
11668,SKAP1,PTPRC
11669,HSPH1,DNAJB1
11670,TPM4,LGALS1
11671,SPARC,MSRB3
11672,RPL23A,RPL19
11673,PILRA,FCGR1A
11674,CRYAB,SERPINH1
11675,GNLY,HOPX
11676,LYZ,RNF130
11677,BLK,SWAP70
11678,SUSD3,CD3D
11679,TCF7,RPS14
11680,LCK,IFITM1
11681,SMC2,MCM7
11682,PBK,MND1
11683,ALDH2,IFI30
11684,MCM7,RAD54L
11685,RPS27A,RPS19
11686,NUSAP1,H2AFZ
11687,HLA-A,UBC
11688,LY86,HVCN1
11689,CSTA,LILRA2
11690,LST1,SLC8A1
11691,KIF2C,H2AFZ
11692,RPS15,RPL12
11693,FCER1G,TYROBP
11694,SIRPA,FCGR2A
11695,HLA-DOA,FCER2
11696,LTB,CD19
11697,TPX2,GTSE1
11698,SPIB,FCER2
11699,CENPM,CKAP2L
11700,PABPC1,RPL8
11701,ACTB,CD8A
11702,HIST1H4C,TK1
11703,CST3,DPYSL2
11704,TIMELESS,FAM111B
11705,PNOC,CD22
11706,GSTP1,IFITM3
11707,CDCA3,TUBB4B
11708,STIL,ASF1B
11709,PLAUR,VCAN
11710,LILRB4,LRRC26
11711,FCRLA,CD79B
11712,FCGR2A,IFI27
11713,RPL18,RPL35A
11714,FCRLA,BLK
11715,DNAJB1,HSPA1B
11716,NUF2,TOP2A
11717,LILRB4,LYZ
11718,RPLP0,RPS7
11719,MS4A1,CDCA7L
11720,KIF15,NCAPH
11721,PKMYT1,STIL
11722,PFN1,IL2RB
11723,TYMS,NUSAP1
11724,ESCO2,TCF19
11725,CTSH,GRN
11726,FGL2,CD68
11727,FCN1,FGR
11728,AURKA,CKS2
11729,RPL27,UBA52
11730,SAT1,GAPDH
11731,CD302,MS4A7
11732,CORO1A,CTSW
11733,BCL11A,SPIB
11734,EOMES,CST7
11735,RPL9,EEF1D
11736,TMSB10,S100A10
11737,CALD1,ACTN1
11738,IGSF6,CXCL16
11739,CENPM,E2F2
11740,RPSA,RPL8
11741,HLA-B,ISG20
11742,HMMR,CCNB1
11743,HLA-DQA1,TNFRSF13B
11744,RPS2,RPL34
11745,IL32,PIM2
11746,GINS2,DSCC1
11747,TYMS,SKA2
11748,CEP55,HMGB2
11749,AURKB,ASF1B
11750,HLA-DRB1,CD79A
11751,CD3D,COTL1
11752,RPS15,RPL9
11753,RPL10A,RPL27A
11754,SAPCD2,AURKB
11755,RPL17,RPLP1
11756,GZMA,ARHGAP30
11757,PLK4,CDCA5
11758,TGFBI,CLEC7A
11759,RPL37,RPS3A
11760,RPL13A,RPS15
11761,TALDO1,TXN
11762,RAB20,IFNGR2
11763,MELK,CENPM
11764,DEPDC1,TROAP
11765,CD19,AFF3
11766,FCER1G,LRRC25
11767,LCP1,RARRES3
11768,ALDH1A1,S100A1
11769,KCTD12,SLC8A1
11770,MYLK,TGFB1I1
11771,MT1E,MT1G
11772,ORC6,AURKB
11773,CYBB,RAB31
11774,LYZ,IL1RN
11775,TOP2A,STMN1
11776,RPS7,RPL11
11777,RPLP1,RPS24
11778,LTB,RPS27
11779,GBP5,GBP4
11780,CDCA3,CDCA2
11781,RAD51,FAM111B
11782,CALM3,PFN1
11783,C1QA,IGSF6
11784,MPEG1,FGD2
11785,POU2AF1,CD79A
11786,IGLL5,DERL3
11787,RPL39,RPL41
11788,S100A12,CSF3R
11789,MCM4,PCNA
11790,RRM2,POLD3
11791,C5AR1,LILRA5
11792,FAM129C,IRF8
11793,E2F2,GTSE1
11794,SPON2,OSBPL5
11795,GMNN,MCM10
11796,RPL22,RPS23
11797,SLC7A7,CSF3R
11798,KIF11,MELK
11799,RPS5,RPS9
11800,HLA-DQB1,MPEG1
11801,RPS16,RPL10A
11802,LY86,CIITA
11803,TEAD1,PRAME
11804,HJURP,BUB1
11805,RACGAP1,CDCA2
11806,CDK1,CDCA4
11807,ASF1B,BUB1B
11808,MND1,STMN1
11809,BRCA2,CLSPN
11810,ETS2,TLR2
11811,KIF15,SKA3
11812,RPL4,RPS6
11813,GBP5,GBP1
11814,TROAP,TOP2A
11815,CSTA,GLUL
11816,HLA-DPA1,HVCN1
11817,PILRA,CTSS
11818,HJURP,HMMR
11819,PCNA,AURKB
11820,TLR2,CSTA
11821,SMC2,FAM111B
11822,RPL4,RPL10
11823,HCK,FGR
11824,HMMR,TYMS
11825,UBE2C,CENPM
11826,HLA-B,IL32
11827,SERPINA1,SLC8A1
11828,KIF2C,CCNB1
11829,SLC8A1,CD300C
11830,JUN,HSPA1B
11831,GNG5,LGALS3
11832,CENPF,CDCA5
11833,LST1,PLAUR
11834,ST14,SYK
11835,RPLP2,RPL15
11836,P4HB,PDIA6
11837,HLA-A,GBP2
11838,TLR10,FCRLA
11839,PLAUR,CD68
11840,NACA,EEF1B2
11841,BANK1,BTK
11842,RNASE1,APOC1
11843,PKMYT1,TMEM106C
11844,UBA52,RPL35A
11845,ZWINT,MCM2
11846,GNG5,DYNLL1
11847,AOAH,NKG7
11848,RPS5,RPS27A
11849,RPS27,LTB
11850,TYMS,BARD1
11851,KIF11,PTTG1
11852,SELPLG,HLA-B
11853,RPS19,RPLP0
11854,FCGR1A,PLBD1
11855,MCM4,E2F8
11856,PTPRCAP,ITGAL
11857,SPN,ACTB
11858,S100A13,FAM114A1
11859,PTPRS,SERPINF1
11860,CENPE,HJURP
11861,TYMS,TUBB
11862,MELK,DHFR
11863,VCAN,HCK
11864,CDCA8,HMGB3
11865,P2RX5,MS4A1
11866,PKM,HSPD1
11867,LYZ,RAB31
11868,S100A4,LCP1
11869,AP2S1,ANXA2
11870,GNG7,CD22
11871,RARRES3,PRKCH
11872,HLA-DRA,CD180
11873,CDC20,LMNB1
11874,BANK1,CXCR5
11875,NDC80,PRC1
11876,MPEG1,LILRA6
11877,RPL23,RPS6
11878,RASSF4,TMEM176B
11879,CTSH,TNFSF13B
11880,LILRB4,CXCL16
11881,CORO1A,TAP1
11882,BCL11A,BLNK
11883,ALOX5,FCN1
11884,HLA-DRA,SNX2
11885,EBF1,HLA-DRA
11886,RPL6,RPS8
11887,SMC4,UBE2T
11888,FCGR1A,FCN1
11889,CLEC10A,PILRA
11890,LILRB4,HLA-DRB1
11891,EAF2,CD79B
11892,ETS2,FCGR2A
11893,CCNA2,H2AFX
11894,RPS25,RPL19
11895,ITGB2,LSP1
11896,SKA3,CDCA3
11897,CDK1,DEPDC1B
11898,RPLP2,PABPC1
11899,COX5A,GSTP1
11900,TPT1,RPS4X
11901,RPS24,RPL36
11902,BUB1,HMGN2
11903,ADGRG3,NCAM1
11904,ARHGEF10L,AIF1
11905,SELL,RPL10A
11906,HLA-DPB1,CSK
11907,ANLN,KIF18A
11908,LIG1,UBE2C
11909,SPI1,ANPEP
11910,HMGB3,PBK
11911,CHCHD2,NDUFA4
11912,CTLA4,RGS1
11913,CCNB2,GMNN
11914,RPSA,RPS15
11915,GRN,GSTP1
11916,HMGB2,EZH2
11917,RNF144B,HCK
11918,CCL5,ARHGDIB
11919,SHCBP1,POLQ
11920,TPX2,HMGB1
11921,CYBB,TYROBP
11922,ARPC1B,ALDOA
11923,TSPAN4,CST3
11924,RPS3A,UBA52
11925,UBE2T,HJURP
11926,RPL12,RPLP1
11927,TNFRSF9,TNFRSF1B
11928,BANK1,SLC38A11
11929,CDK1,CDCA8
11930,WDFY4,POU2F2
11931,RPL15,EEF1B2
11932,NRM,TK1
11933,IL7R,FXYD5
11934,RPL17,RPL26
11935,RPS5,RPL27A
11936,FEN1,CDCA8
11937,KIF4A,AURKB
11938,CENPA,KIF20A
11939,PMP22,CD9
11940,HLA-DPA1,CIITA
11941,UBE2C,NRM
11942,TNFSF13,SLC8A1
11943,NCF2,S100A9
11944,MTHFD1,TYMS
11945,CDC45,BRCA1
11946,KLRF1,FGFBP2
11947,CCNA2,HMGN2
11948,ALDOA,LGALS3
11949,LDHA,PKM
11950,RPS23,RPL12
11951,BANK1,VPREB3
11952,MS4A1,SWAP70
11953,E2F8,MCM7
11954,CENPE,SHCBP1
11955,KIFC1,HMGB3
11956,GNG2,TIGIT
11957,ZWINT,APOBEC3B
11958,FCGR1A,C1QC
11959,CAP1,PFN1
11960,SLFN5,RARRES3
11961,MYL12A,IFITM1
11962,BUB1B,HMGB3
11963,RPS24,RPL3
11964,RPLP0,RPL23A
11965,CALR,RPN1
11966,HIST1H4C,ASF1B
11967,RAB20,IL1RN
11968,RPL12,RPS27A
11969,KNTC1,TK1
11970,EEF1B2,ZFAS1
11971,SPARC,COL1A2
11972,HMGB2,ANLN
11973,ICAM3,CORO1A
11974,CDK1,FAM72D
11975,MNDA,C1orf162
11976,CST7,LCK
11977,ZNF331,SLC2A3
11978,RRM2,SMC4
11979,CDCA7,DSCC1
11980,PIK3IP1,LEF1
11981,SERPINA1,PLAUR
11982,CDCA5,CCNB2
11983,RPL8,RPS12
11984,KIF15,NUSAP1
11985,KIF14,RACGAP1
11986,LILRA5,NCF2
11987,TIGIT,CD3D
11988,MAFB,CLEC12A
11989,CYBB,LRRC25
11990,ZFAS1,RPS18
11991,RPL3,RPL37A
11992,NUSAP1,CCNF
11993,CLEC12A,SPI1
11994,BIN2,ITGB2
11995,MAFB,CXCL16
11996,BANK1,RPS23
11997,SWAP70,ALOX5
11998,AIF1,SLC8A1
11999,DEPDC1,CCNB2
12000,FGL2,C1QB
12001,RARRES3,CST7
12002,RPL19,RPL18
12003,HLA-DQB1,FCRL1
12004,PTPRCAP,PDCD1
12005,CTSS,PILRA
12006,RPL18,RPS15A
12007,RPL19,RPL28
12008,KIR2DL1,S1PR5
12009,CSTA,SERPINA1
12010,PSRC1,CDCA3
12011,MND1,RAD54L
12012,LILRA2,VCAN
12013,NUSAP1,SPDL1
12014,SNX2,SYK
12015,TYMS,UBE2T
12016,KIF2C,SPDL1
12017,TUBB,CDCA2
12018,LILRB2,LILRB4
12019,S100A4,HLA-A
12020,BTK,HLA-DQA1
12021,DENND2D,RARRES3
12022,DENND2D,TIGIT
12023,CDKN3,PRC1
12024,HNMT,RNF130
12025,FAM177B,BANK1
12026,SLFN5,GIMAP4
12027,TK1,CDC45
12028,KIFC1,NCAPH
12029,LAPTM5,HLA-DRA
12030,PLXDC2,CLEC4A
12031,CDCA8,SKA3
12032,ASF1B,STIL
12033,CD84,PDCD1
12034,SMC4,TK1
12035,UBE2T,SHCBP1
12036,BUB1B,NCAPH
12037,CD163,TNFAIP2
12038,DUT,CHEK1
12039,CDCA5,CIT
12040,RPS9,RPL5
12041,ESPL1,ZWINT
12042,ATAD2,CLSPN
12043,CDC6,BRCA1
12044,GZMA,TRAF3IP3
12045,S100A4,ITGB2
12046,ARHGAP11A,AURKA
12047,HSPA1B,JUN
12048,PTPRCAP,CD3E
12049,CHEK1,CLSPN
12050,BCL11A,GNG7
12051,MRAS,SORT1
12052,DUT,MELK
12053,CDCA5,KIF14
12054,CENPE,SMC4
12055,FCRLA,BLNK
12056,POC1A,RRM2
12057,KIF20A,CKAP2
12058,SH3BGRL3,CRIP1
12059,RPL10A,RPS28
12060,HLA-DMB,SCIMP
12061,RARRES3,GIMAP7
12062,MS4A1,CD22
12063,RPLP0,RPS2
12064,GGH,DLGAP5
12065,GGH,CDK1
12066,P2RY6,DNASE1L3
12067,DEPDC1,KIF14
12068,RPL36,RPL13
12069,CCNB2,AURKA
12070,HLA-DQA1,MEF2C
12071,FBXO5,CDK1
12072,NDC80,BUB1
12073,EEF2,RPS12
12074,RFC3,GINS2
12075,HHEX,CD22
12076,RPL27,RPLP1
12077,KIR3DL1,FCGR3A
12078,MCM2,ZWINT
12079,HLA-DQB1,MS4A1
12080,BCL11A,HLA-DMB
12081,PILRA,FGR
12082,HLA-DQB1,NCF1
12083,DSCC1,NCAPG
12084,BIRC5,HMGB2
12085,GBP1,PSMB9
12086,ZNF385A,CD14
12087,DTL,MCM10
12088,RRM2,PHF19
12089,NCAPG,GMNN
12090,POLQ,CDC6
12091,CENPW,PRC1
12092,NDC80,HMMR
12093,LYZ,LRRC25
12094,IL2RB,LCP2
12095,SLC9A3R1,IFITM1
12096,RUNX3,PRF1
12097,DOK3,IGSF6
12098,NUSAP1,KIF20B
12099,HJURP,CDC20
12100,RPS16,RPS24
12101,S100A9,CLEC12A
12102,CD48,RPS15A
12103,PDCD1,CD27
12104,MAFB,CSF3R
12105,ATP6V1F,S100A6
12106,S100A9,CXCL16
12107,PCNA,MCM7
12108,HSBP1,ANXA2
12109,MELK,RAD51AP1
12110,HLA-A,PSME1
12111,RPLP1,RPL19
12112,RPS18,RPS7
12113,E2F8,FAM111B
12114,AKAP2,BANK1
12115,HMGB1,PKMYT1
12116,RPL27,RPS27A
12117,S100A12,CFP
12118,SWAP70,BTK
12119,ENO1,RAN
12120,CHAF1A,TYMS
12121,RPS16,FAU
12122,MCM4,DHFR
12123,CDK1,DTL
12124,TOP2A,ARHGAP11A
12125,KIFC1,SKA3
12126,RPL11,RPL13A
12127,SHCBP1,MND1
12128,GIMAP7,ETS1
12129,POLQ,RRM2
12130,LILRB4,LILRA4
12131,FEN1,DTL
12132,TMEM176A,TMEM176B
12133,GTSE1,HMGB1
12134,UBE2C,CENPN
12135,S100A11,IFITM3
12136,APOBEC3B,ZWINT
12137,TMEM98,A2M
12138,RPL39,RPL14
12139,LGALS1,TMSB10
12140,PRC1,CENPF
12141,STMN1,BIRC5
12142,HVCN1,VPREB3
12143,UBA52,RPS15A
12144,RPS14,RPLP2
12145,LILRA2,CD68
12146,RALGPS2,VPREB3
12147,FCGR2A,CD163
12148,TSPO,ANXA5
12149,IGSF6,CFP
12150,FTH1,S100A10
12151,PDCD5,GAPDH
12152,LGALS2,IGSF6
12153,RPL37,RPL22
12154,ERH,STMN1
12155,FBP1,SERPINA1
12156,TOP2A,BRCA2
12157,DMXL2,CST3
12158,RPL4,RPS15
12159,HLA-DOB,HLA-DQB1
12160,OIP5,UBE2C
12161,UBE2C,RAD51AP1
12162,RPS7,RPL18
12163,IL1R2,FOXP3
12164,MGST1,VCAN
12165,HMGB2,CKAP2L
12166,NUSAP1,POLQ
12167,ESCO2,DSCC1
12168,CENPF,MAD2L1
12169,TNFAIP2,ALDH2
12170,CLEC7A,ITGAX
12171,ASPM,PSRC1
12172,RRM2,BIRC5
12173,TMEM176B,MPEG1
12174,RAD54L,E2F2
12175,PHLDA1,DUSP4
