,0,1
22440,RPL3,RPS4X
22441,RPS3A,RPL36
22442,MELK,RAD51
22443,RPL19,RPL35A
22444,MS4A7,TGFBI
22445,TOP2A,SAPCD2
22446,RPL35A,RPS15
22447,NUF2,FAM83D
22448,TK1,H2AFZ
22449,ESCO2,CDC6
22450,RPS25,RPL7A
22451,TROAP,MKI67
22452,RPL37,RPL31
22453,SLC25A5,TPI1
22454,H2AFX,KIF15
22455,CFP,LGALS2
22456,TIMP2,KLF4
22457,PCNA,RAD54L
22458,C5AR1,MCEMP1
22459,AURKB,FOXM1
22460,MTHFD1,ZWINT
22461,GDF15,RBFOX2
22462,FTH1,TIMP1
22463,SIRPA,DAPK1
22464,GZMB,SH2D1B
22465,B2M,HLA-E
22466,PILRA,TNFAIP2
22467,SPDL1,BIRC5
22468,RPS9,RPS21
22469,ARHGDIB,ARPC2
22470,ATF3,CDKN1A
22471,CCNB1,KPNA2
22472,PBK,TUBA1B
22473,HJURP,CENPN
22474,KNSTRN,KIF20A
22475,RPL26,RPS19
22476,IFITM3,S100A11
22477,MZB1,SDC1
22478,RPL6,RPS9
22479,PRR11,HJURP
22480,RPL12,RPL37A
22481,USP18,IFIT1
22482,HLA-DRA,PAX5
22483,ECT2,KIF20A
22484,SNX2,HLA-DRA
22485,LCP1,HLA-E
22486,HLA-DRA,CD68
22487,FCN1,VCAN
22488,TUBA1B,CDKN3
22489,TICRR,CENPA
22490,C19orf38,CD68
22491,HMGB3,NCAPH
22492,ATAD2,TOP2A
22493,TOP2A,CKAP5
22494,UBA52,RPL12
22495,EZH2,KIF11
22496,CHEK1,TOP2A
22497,FCGR2B,CTSH
22498,FCGR2A,TIMP1
22499,TOP2A,CDCA7
22500,SPC24,ANLN
22501,LCP1,TMSB4X
22502,RPS3A,RPL3
22503,ZNF331,DUSP1
22504,BIN2,ACTB
22505,ITGAX,CD68
22506,PKMYT1,DIAPH3
22507,FBXO43,HIST1H1B
22508,UBE2C,RAD51
22509,FCGR2A,ARHGEF10L
22510,SERPINA1,ASAH1
22511,NCAPG,NUSAP1
22512,PRC1,NDC80
22513,CLEC7A,RAB31
22514,ZWINT,PRC1
22515,RPS9,RPL32
22516,KIFC1,CLSPN
22517,BIRC5,TUBB
22518,CCR7,MS4A1
22519,CKS2,TUBB4B
22520,CYBB,HVCN1
22521,RPL37A,RPL27
22522,NUF2,KIF22
22523,GTSE1,KIF11
22524,RBM47,IFI30
22525,RPL13,RPS5
22526,HLA-B,SELPLG
22527,CENPM,MAD2L1
22528,LILRA2,SERPINA1
22529,RPSA,RPL5
22530,AKR1A1,GRN
22531,COBLL1,TCF4
22532,BTK,CD40
22533,CEP55,TPX2
22534,ASPM,PLK1
22535,WDR76,TK1
22536,MITF,GPNMB
22537,KLRC3,CD8A
22538,PBXIP1,CD4
22539,GTSE1,KIF23
22540,MKI67,GPSM2
22541,RPS9,RPL18A
22542,PLBD1,SLC11A1
22543,KIF2C,SMC2
22544,TICRR,E2F8
22545,BLNK,FAM129C
22546,GIMAP4,THEMIS
22547,HLA-DRA,PNOC
22548,DTL,CCNA2
22549,ZFP36,BTG2
22550,TNFSF13,LILRB3
22551,LBR,ACTB
22552,CEP55,KIF2C
22553,LILRB2,CD86
22554,GTSE1,CDC25C
22555,CENPF,POC1A
22556,LILRA5,ANPEP
22557,TTK,CEP55
22558,RPL23A,RPS23
22559,IL1B,HCK
22560,NCAPH,PKMYT1
22561,CSTA,FBP1
22562,PKMYT1,CDKN3
22563,ESCO2,MCM2
22564,MEF2C,HLA-DOA
22565,C5AR1,HCK
22566,ABLIM1,TCF7
22567,MCM10,CCNE2
22568,WIPF1,DENND2D
22569,CD22,FAM129C
22570,DUSP2,RGS1
22571,MX1,OAS1
22572,PKM,ALDOA
22573,RPL27,RPS3A
22574,SELL,MS4A1
22575,RPL19,NPM1
22576,CDK1,BUB1B
22577,CKS1B,KIFC1
22578,CCNB2,ARL6IP1
22579,CCL5,IFITM1
22580,DERL3,CD79A
22581,BTG1,JUNB
22582,CD40,CD79A
22583,TMEM176B,IGSF6
22584,ARHGDIB,CFL1
22585,SWAP70,FCRLA
22586,RPL34,RPS29
22587,FCN1,CD300C
22588,TPI1,PKM
22589,ACTB,CORO1A
22590,MYL12A,PFN1
22591,RPL9,RPL23
22592,TK1,CCNB1
22593,RPL32,RPL22
22594,GNLY,KLRB1
22595,SERPING1,C1QA
22596,TNFSF13,ALDH2
22597,TYMS,C21orf58
22598,CST7,LAT
22599,CD19,CD79A
22600,RPS19,RPL23A
22601,GZMH,CHST12
22602,CXCR6,GBP2
22603,SPI1,LILRB2
22604,ITGAL,IFITM1
22605,POMP,CHCHD2
22606,AIF1,LILRB3
22607,BLK,LY86
22608,ACTB,GZMH
22609,PLAUR,RNF130
22610,PTGS2,CXCL3
22611,VCAN,THBS1
22612,RPS7,RPL35A
22613,CPNE5,POU2AF1
22614,LCP2,IFITM1
22615,CFD,C1QA
22616,IFNGR2,CAPG
22617,PFN1,GIMAP4
22618,ASPM,CENPF
22619,ACTB,GZMB
22620,RPS5,EEF2
22621,TOP2A,CEP55
22622,COX8A,GSTP1
22623,RPL27,RPL37A
22624,TCF19,ASF1B
22625,CHAF1A,ZWINT
22626,HMGB3,ASPM
22627,BTK,HLA-DPB1
22628,C1QA,SLC7A7
22629,RPS25,RPSA
22630,TTK,GTSE1
22631,RAD54L,CDCA5
22632,TPX2,HJURP
22633,BLNK,IRF8
22634,RPL28,RPS28
22635,TROAP,KIF22
22636,HLA-B,PSMB9
22637,CD68,MNDA
22638,HLA-DRB1,MS4A1
22639,CENPW,CENPM
22640,RPS28,RPS24
22641,CDC25C,TTK
22642,ZNF385A,FCN1
22643,KIF15,LMNB1
22644,ASF1B,CKAP2L
22645,CALM2,ANXA5
22646,RPL22,RPLP1
22647,LCK,SLC9A3R1
22648,CD22,IRF8
22649,IL7R,RPS19
22650,PCNA,BRCA2
22651,CD69,STK17A
22652,CYBB,CIITA
22653,AIF1,ALDH2
22654,ANXA6,HLA-B
22655,ASF1B,DSCC1
22656,FCER2,CD79B
22657,RPL38,RPL23A
22658,TMEM176A,CD14
22659,CST3,LILRB4
22660,TUBB,COX5A
22661,RPL17,RPL22
22662,MCM2,BRCA1
22663,RPS28,FAU
22664,RPLP1,RPL7A
22665,MAFB,PRAM1
22666,HMGB2,CDCA5
22667,RPS21,EEF1B2
22668,CLEC7A,TYROBP
22669,CDCA2,HJURP
22670,CDCA2,KIF18A
22671,ERCC6L,ZWINT
22672,TIGIT,JAKMIP1
22673,SHTN1,SERPINF1
22674,NPC2,C1QA
22675,ESCO2,APOBEC3B
22676,CDC20,CCNF
22677,POU2AF1,MS4A1
22678,RPS2,RPL13A
22679,TMEM176B,CD302
22680,TIMP2,PYGL
22681,CCNF,ASPM
22682,RPL22,RPS27A
22683,RPS23,RPL13A
22684,HCK,CD300C
22685,KIF20A,CENPW
22686,TK1,ACOT7
22687,PTPRS,EGLN3
22688,BANK1,STRBP
22689,TMPO,RRM2
22690,EEF1A1,RPS6
22691,SPAG5,CDCA2
22692,EEF1B2,RPL14
22693,GBP2,GALM
22694,LILRB2,BCL2A1
22695,MELK,EZH2
22696,HMGN2,ASF1B
22697,S100A12,LILRA6
22698,CD163,IFI30
22699,TIGIT,TOX
22700,LILRA5,LILRA2
22701,CTLA4,PDCD1
22702,EEF1D,RPL12
22703,TCF7,RPL28
22704,CORO1A,CCL5
22705,FCER1G,KLRF1
22706,CENPF,CENPE
22707,CTSH,FCGR2A
22708,SPC24,CKAP2L
22709,RPS16,RPS7
22710,LHFPL2,CD14
22711,PBK,HIST1H4C
22712,ANXA2,CLTA
22713,CLEC4A,S100A9
22714,SH3BGRL3,S100A4
22715,RPL34,RPL9
22716,RPL18A,RPL4
22717,DOK3,CD14
22718,ASGR1,LILRB2
22719,ZWINT,BUB1
22720,FGL2,PLBD1
22721,TYMS,RFC4
22722,STMN1,TPX2
22723,PRAM1,CD68
22724,NKG7,PTPN7
22725,LAIR2,FOXP3
22726,RPL39,EEF1B2
22727,UBE2T,MCM7
22728,LILRA2,TREM1
22729,TLR10,TCF4
22730,CTLA4,CD3E
22731,ZWINT,HMMR
22732,TPX2,SHCBP1
22733,H2AFX,TYMS
22734,LRRC25,LILRB2
22735,MND1,GTSE1
22736,E2F2,HJURP
22737,BST2,IFITM3
22738,SPOCK2,CD6
22739,CST3,TCN2
22740,NUSAP1,MYBL2
22741,STMN1,KIF2C
22742,ACAP1,CCL5
22743,TPM3,ACTB
22744,NDUFB2,GSTP1
22745,CLEC2D,IL32
22746,RPL3,RPS16
22747,CLEC7A,LRRC25
22748,RPL19,RPS15A
22749,RPL12,EEF2
22750,MS4A1,LTB
22751,FANCI,ZWINT
22752,COX6B1,LGALS1
22753,CD3E,TRAF3IP3
22754,CLSPN,WDR76
22755,ARHGAP11A,TK1
22756,CDCA5,STMN1
22757,HSPA5,XBP1
22758,TNFRSF17,CD79A
22759,CTSH,HLA-DQB2
22760,MELK,TUBA1C
22761,RPLP2,RPS4X
22762,TUBA1B,MKI67
22763,EXO1,STMN1
22764,CXCL3,CXCL2
22765,HLA-DRA,C1QB
22766,EEF1D,RPL9
22767,HMGB3,NUSAP1
22768,UBE2C,EZH2
22769,RRM2,TPX2
22770,MAD2L1,NUF2
22771,S100A9,PRAM1
22772,DEPDC1B,PTTG1
22773,CD163,CD33
22774,MELK,KIF20A
22775,RPS23,RPL7
22776,NDC80,RAD51AP1
22777,HLA-DPB1,COBLL1
22778,CCNB2,TK1
22779,HLA-DRB1,CD19
22780,DHFR,MCM3
22781,RPS25,RPS23
22782,H2AFZ,CDC6
22783,LILRB2,CFP
22784,CD7,CORO1A
22785,MKI67,ESCO2
22786,CCNB2,H2AFV
22787,RRM2,KIF2C
22788,RUNX3,IL2RB
22789,LGALS3,S100A6
22790,POLE2,TK1
22791,CENPM,MCM4
22792,CFP,ADGRE2
22793,HLA-DPA1,ITGA4
22794,ESPL1,SKA3
22795,OAS1,ISG15
22796,FAM102A,IL7R
22797,CST3,TIMP1
22798,LPCAT2,PLXDC2
22799,RPS23,CD22
22800,MAD2L1,SPC24
22801,PLBD1,IGSF6
22802,RPL4,RPL5
22803,GMNN,CDK1
22804,CD3D,LBH
22805,LST1,C5AR1
22806,GZMB,ALOX5AP
22807,CREG1,PILRA
22808,RAB31,SPI1
22809,RAN,GAPDH
22810,WDR76,ASF1B
22811,CDCA7,MAD2L1
22812,RPL13,RPS19
22813,RPL11,RPL39
22814,RPL14,NPM1
22815,RPS9,RPLP0
22816,CDCA2,KPNA2
22817,RPS13,EEF1A1
22818,RPL29,EEF1B2
22819,TOX,CCL5
22820,IL32,CNN2
22821,CXCR6,LCK
22822,CDK1,NCAPD2
22823,PNOC,DERL3
22824,RPS3A,RPL37A
22825,RPL5,RPL36
22826,POU2AF1,CD19
22827,CPVL,CD300C
22828,UBE2C,ANLN
22829,ASF1B,DIAPH3
22830,S100A6,S100A10
22831,CLSPN,BRCA2
22832,H2AFZ,RRM2
22833,RPL24,EEF1B2
22834,TPI1,PPIA
22835,HLA-DOB,POU2AF1
22836,TIGIT,IL2RB
22837,PKMYT1,MKI67
22838,CD33,CSF3R
22839,CST7,PTPRCAP
22840,MKI67,ASPM
22841,FCGR1A,LILRB3
22842,CST3,CREG1
22843,CD14,SLC11A1
22844,RPL22,RPL26
22845,PILRA,VCAN
22846,RPL7A,RPL14
22847,ASF1B,ARHGAP11A
22848,MCM4,ESCO2
22849,E2F2,SHCBP1
22850,CDC25C,UBE2C
22851,CD36,S100A8
22852,MKI67,ESPL1
22853,ISG15,EPSTI1
22854,RPLP1,RPSA
22855,GZMA,EOMES
22856,ALDH2,HLA-DPA1
22857,CD68,TGFBI
22858,GTSE1,HJURP
22859,CD163,DMXL2
22860,IL7R,RPS25
22861,CFL1,WDR1
22862,CIT,DLGAP5
22863,CENPH,DTL
22864,MNDA,FGL2
22865,CIT,CDK1
22866,NACA,RPL12
22867,CD163,TNFSF13B
22868,HLA-DRA,REL
22869,CDCA8,LMNB1
22870,RPL37,RPS3
22871,LIME1,CD3G
22872,ACTB,CNN2
22873,RPS4X,RPL10A
22874,TIMP3,FKBP9
22875,RPL6,RPL32
22876,KIF11,GINS2
22877,MNDA,LGALS2
22878,GAPDH,PARK7
22879,HVCN1,CIITA
22880,DGKZ,NKG7
22881,BIRC5,H2AFX
22882,CDC45,NUF2
22883,GZMA,ZAP70
22884,KIFC1,MTFR2
22885,RALGPS2,CIITA
22886,GBP5,CST7
22887,SH3BGRL3,TIGIT
22888,KIF11,KIF23
22889,SH3BGRL3,RARRES3
22890,CD93,CD36
22891,APOC1,PIR
22892,FCGR1A,ALDH2
22893,HJURP,NCAPG
22894,RPL3,RPL37
22895,CD302,TYROBP
22896,AURKB,GGH
22897,UBE2T,FAM111B
22898,CDKN3,CENPN
22899,BANK1,AKAP2
22900,RPL5,RPL3
22901,DUSP2,B2M
22902,RPL15,RPS29
22903,TNFSF13B,LILRB2
22904,SLC8A1,FCN1
22905,IKZF3,PTPRCAP
22906,RPL13A,RPLP2
22907,RPL5,CD48
22908,CENPF,CDC20
22909,APOBEC3B,SKA3
22910,E2F8,ATAD2
22911,CDC45,SPC24
22912,RMI2,ZWINT
22913,APOBEC3G,APOBEC3C
22914,PLBD1,CD302
22915,CCNB2,DDX39A
22916,SERPINA1,FCER1G
22917,PLXDC2,ZNF385A
22918,TYROBP,NCAM1
22919,PKMYT1,HIST1H1B
22920,FAM129C,PAX5
22921,KIF4A,NDC80
22922,HSPH1,HSP90AB1
22923,GAPT,MS4A1
22924,TPT1,SARAF
22925,TNFRSF4,TNFRSF18
22926,HLA-DPA1,CD83
22927,KIF2C,E2F7
22928,PYHIN1,IL2RB
22929,DEPDC1B,UBE2C
22930,ECT2,CCNA2
22931,RPS7,RPS15A
22932,GRN,IFI30
22933,NACA,RPL9
22934,LILRA2,RNF130
22935,ANLN,PLK1
22936,NUF2,ZWINT
22937,GZMH,PFN1
22938,LIMD2,ARHGDIB
22939,EZH2,SHCBP1
22940,RPS24,RPL31
22941,ARPC2,PRF1
22942,SHCBP1,TUBA1B
22943,SIRPA,LRP1
22944,RPL36,RPL3
22945,RPL37,RPS13
22946,FAM129C,STAP1
22947,RPS15,RPL35
22948,GBP5,GIMAP7
22949,RPS29,RPL39
22950,BIRC5,HMGN2
22951,RRM1,CDCA5
22952,TK1,TMPO
22953,RPL37,RPL6
22954,CCNE2,MCM10
22955,RPL13A,RPL11
22956,RPS29,RPS5
22957,ATP6V0B,FTL
22958,CXCR3,IFITM1
22959,ALOX5,SWAP70
22960,PILRA,CD300C
22961,SPC24,CDKN3
22962,TK1,POLQ
22963,HCLS1,ARPC2
22964,UBE2T,PLK1
22965,SERPINA1,C5AR1
22966,CENPW,CENPN
22967,CDCA3,PTTG1
22968,CDCA5,RAD54L
22969,RPL15,RPL12
22970,GTSE1,SHCBP1
22971,GADD45B,NFKBIZ
22972,HLA-DOA,TCL1A
22973,RHOF,ARHGDIB
22974,AURKA,ECT2
22975,HLA-DOA,AFF3
22976,CST7,HLA-E
22977,NCAPG,TK1
22978,SPIB,TCL1A
22979,PLK1,GPSM2
22980,CLSPN,NDC80
22981,SPIB,AFF3
22982,MAFB,ASGR1
22983,BUB1B,LMNB1
22984,WDFY4,SPIB
22985,PBK,RRM2
22986,TUBB,GNG5
22987,HMGN2,DLGAP5
22988,ESPL1,NUSAP1
22989,CENPE,CENPF
22990,WDR34,PCNA
22991,MND1,HMGB1
22992,TUBB4B,STMN1
22993,TMSB10,VIM
22994,C5AR1,VMO1
22995,MKI67,PLK4
22996,RPL38,RPL34
22997,CST7,TMSB4X
22998,IGSF6,C1orf162
22999,RACGAP1,PTTG1
23000,CD3D,GALM
23001,CTSW,LCP1
23002,TGFBI,PLXDC2
23003,KIF23,ASPM
23004,BCL11A,CD37
23005,CD3D,PBXIP1
23006,RPL27,RPL22
23007,VPREB3,COBLL1
23008,GGH,CCNB2
23009,CLSPN,DEK
23010,AURKB,CIT
23011,TCN2,MS4A4A
23012,ACTB,ARPC2
23013,TYROBP,ZNF385A
23014,ZWINT,DTL
23015,NUF2,PBK
23016,CD68,HNMT
23017,ATAD5,MKI67
23018,RPL37,RPS11
23019,H2AFZ,CKS2
23020,RPL35A,RPS14
23021,RPL30,RPL4
23022,MNDA,CD163
23023,CXCL16,IL4I1
23024,MNDA,HLA-DPB1
23025,ACSL1,C5AR1
23026,ZWINT,CDC20
23027,MELK,E2F2
23028,DHFR,MYBL2
23029,LILRB2,CFD
23030,PPIA,COX8A
23031,PKMYT1,KIF22
23032,CSF3R,RNF130
23033,RPL15,RPL9
23034,HMGB2,MAD2L1
23035,NUDT1,NUSAP1
23036,ARHGAP11A,ASF1B
23037,CD86,S100A9
23038,NKG7,CTSW
23039,DLGAP5,CDCA3
23040,PRKCH,PRF1
23041,SORT1,SERPINA1
23042,HRH2,FCN1
23043,LILRA5,SERPINA1
23044,NCAM1,ADGRG3
23045,TK1,H2AFY
23046,RPS24,RPS16
23047,CCNA2,CENPM
23048,UBE2C,CKAP2L
23049,TUBA1C,PLK1
23050,BRCA1,CDK1
23051,UBE2T,CENPF
23052,NAV2,NRP2
23053,PMP22,GPNMB
23054,RPL9,RPS9
23055,ALOX5,CD22
23056,HLA-DMA,HLA-DQA1
23057,GTSE1,SMC4
23058,PCNA,ATAD2
23059,RPL23A,CD52
23060,GZMB,LITAF
23061,OIP5,KIF11
23062,CCNB2,ASF1B
23063,BUB1,TICRR
23064,SKA3,NUF2
23065,GZMA,AOAH
23066,CD93,LILRA6
23067,RPS10,RPS23
23068,RPS4X,EIF3E
23069,MKI67,EXO1
23070,HCK,HLA-DQB1
23071,NUSAP1,HMGB2
23072,SPI1,ADAP2
23073,SPI1,TLR2
23074,POLE2,ASF1B
23075,TPX2,FEN1
23076,RPS16,RPS2
23077,TMEM176B,FBP1
23078,SLC11A1,IGSF6
23079,S100A9,ASGR1
23080,DSCC1,MKI67
23081,DIAPH3,AURKA
23082,HLA-DMA,HLA-DRB5
23083,FGR,LILRA2
23084,PFN1,ACTG1
23085,CDCA5,WDR76
23086,AIF1,FCER1G
23087,HCLS1,HLA-DPA1
23088,FGR,MPEG1
23089,UBE2C,E2F2
23090,SKA3,SPC24
23091,GZMH,FCRL6
23092,H2AFZ,CDCA7
23093,RPS15A,RPL39
23094,DTL,CDK1
23095,CD14,IGSF6
23096,AURKA,KPNA2
23097,LMNB1,BIRC5
23098,GPR65,SRGN
23099,S100A11,ATP6V0B
23100,FCN1,CD14
23101,CDCA3,UBE2C
23102,CD48,TPT1
23103,BTG1,CD69
23104,FGL2,SLC8A1
23105,CANX,CALR
23106,CCNA2,TICRR
23107,HMMR,TUBA1B
23108,HLA-DMA,TCF4
23109,MEF2C,CD72
23110,EIF4B,RPS5
23111,LY86,BLK
23112,TROAP,PBK
23113,CKS1B,APOBEC3B
23114,DUT,GINS2
23115,ACTB,CFL1
23116,MCM4,EXO1
23117,RPL11,RPL17
23118,CSF3R,IL1RN
23119,CEP55,PRC1
23120,FCGR2A,MAFB
23121,MS4A7,HLA-DMB
23122,SAT1,IL1B
23123,RPS15,RPS27
23124,RACGAP1,UBE2C
23125,ACTB,HLA-DPA1
23126,ARHGEF39,SPC25
23127,FCGRT,IGSF6
23128,TUBA1C,CENPF
23129,CD14,ETS2
23130,CD40,HLA-DRA
23131,HLA-DRA,GRB2
23132,RPL28,EEF1B2
23133,TPT1,RPS8
23134,TNFAIP2,CSF3R
23135,TUBB,TTK
23136,FAM83D,ANLN
23137,CTSW,HLA-A
23138,ITGB2,GZMH
23139,NR4A1,IER3
23140,SPI1,FCGR2A
23141,POU2AF1,BCL11A
23142,RPL13A,LTB
23143,PBK,CKS2
23144,SLA,SRGN
23145,SRGN,TYROBP
23146,BANK1,POU2F2
23147,NDC80,NCAPG
23148,CD19,HLA-DRA
23149,RPS4X,RPS24
23150,ITGB2,GZMB
23151,RPL5,RPS3A
23152,RPL6,RPLP0
23153,CTSW,ITGB2
23154,POLQ,CDCA8
23155,TK1,MND1
23156,PBK,SAPCD2
23157,HSPA1A,DNAJB1
23158,IFITM1,RNF213
23159,DEPDC1B,GTSE1
23160,CD3E,LEPROTL1
23161,CR2,CD22
23162,RPS20,RPL37
23163,CKAP2L,TCF19
23164,SHCBP1,HIST1H4C
23165,NKG7,TAP1
23166,MCM10,RAD51
23167,HLA-DMB,DAPP1
23168,RPS4X,FAU
23169,S100A8,IL1RN
23170,RPL3,RPS6
23171,TSPO,LGALS3
23172,RPL37,RPL8
23173,UBE2T,HELLS
23174,ZWINT,KIF4A
23175,RPL34,RPL10A
23176,EPSTI1,ISG15
23177,RPS3A,RPL22
23178,KIF11,HJURP
23179,LAT,CD3D
23180,GSTP1,FCGRT
23181,CD69,CXCR4
23182,RPL3,RPL10
23183,RPL36,RPS3A
23184,CD14,CD302
23185,LRRC25,ADAP2
23186,MELK,CDKN3
23187,KIF2C,TUBA1B
23188,HCK,CD14
23189,HLA-DRA,SCIMP
23190,LRRC25,TLR2
23191,TBC1D10C,PRF1
23192,PRAM1,CD14
23193,TMEM176B,ADAP2
23194,RPLP2,RPL37
23195,ATAD2,TYMS
23196,C19orf38,PRAM1
23197,KLRB1,GNLY
23198,HMGB3,TK1
23199,DYNLL1,CD63
23200,RPL5,RPL37A
23201,MNDA,ADGRE2
23202,CHEK1,TYMS
23203,IL2RA,IL1R2
23204,FCER2,FCRLA
23205,DERL3,PNOC
23206,PLAUR,SLC8A1
23207,SPC24,MKI67
23208,MTFR2,CKAP2L
23209,CSF3R,RAB31
23210,PNOC,FCRLA
23211,C1QB,CST3
23212,E2F7,MND1
23213,RPS29,RPS19
23214,ASF1B,HIST1H1B
23215,C1QB,FGL2
23216,CLSPN,ATAD2
23217,RPL26,RPL23
23218,SLC11A1,LILRB2
23219,FCGRT,CD302
23220,ITGAX,PRAM1
23221,BANK1,ABCB4
23222,EZH2,BIRC5
23223,ALOX5,WDFY4
23224,NCAPG,ASF1B
23225,JUNB,NR4A2
23226,LILRA5,TREM1
23227,C1QA,HCK
23228,IL1RN,LST1
23229,LILRB3,IFI30
23230,HJURP,TOP2A
23231,CD38,IL2RB
23232,FAM129C,HLA-DQB1
23233,RPS27A,RPS10
23234,ALDH2,AIF1
23235,MCEMP1,VCAN
23236,RPL36,RPL37A
23237,RAD54L,MCM4
23238,MAFB,C1orf162
23239,SDF2L1,P4HB
23240,MNDA,C1QA
23241,HLA-DPA1,BLK
23242,IL2RG,HLA-A
23243,SLC43A2,SERPINA1
23244,AP2S1,SLC25A5
23245,FAM72D,CDCA3
23246,PLK1,ASPM
23247,CD14,LILRB2
23248,PCNA,E2F8
23249,GIMAP6,RARRES3
23250,FGL2,PLAUR
23251,SYK,LILRB1
23252,GTSE1,BIRC5
23253,CD180,POU2AF1
23254,ESPL1,UBE2T
23255,HLA-B,LCP1
23256,PLK1,ESPL1
23257,UBE2C,CDKN3
23258,LYN,CIITA
23259,S1PR5,MATK
23260,LST1,RNF144B
23261,CCNF,CCNA2
23262,NPM1,RPL29
23263,LRRC25,FCGR2A
23264,POLD3,RRM2
23265,HMGB1,KIFC1
23266,CDK1,TOP2A
23267,LAT,SIT1
23268,PLBD1,FBP1
23269,SH2D1B,MATK
23270,GTSE1,FEN1
23271,CPVL,LDLRAD3
23272,FCGRT,LILRB2
23273,PARPBP,NCAPG
23274,CDCA5,NDC80
23275,FEN1,TOP2A
23276,KIF11,SHCBP1
23277,PLA2G4A,CST3
23278,RPS27,RPL15
23279,CDC45,RFC4
23280,RNASE1,C1QB
23281,ARHGAP11A,DLGAP5
23282,CENPF,CENPW
23283,RPL41,RPL35A
23284,PRELID1,ENO1
23285,RPL11,RPS25
23286,SRGN,CD2
23287,ANLN,KIF15
23288,CYBB,C5AR1
23289,NCAPH,TCF19
23290,NCAPG2,ASPM
23291,APOC1,C1QB
23292,WDR34,DHFR
23293,CDKN3,NCAPG
23294,JAKMIP1,CCL5
23295,DEPDC1,NDC80
23296,EZH2,KIFC1
23297,MCM2,UBE2T
23298,GZMH,HOPX
23299,ITGAL,MYH9
23300,STMN1,PRC1
23301,TPX2,PSRC1
23302,RPL18A,RPS4X
23303,AIF1,ARHGEF10L
23304,PTPRC,SUN2
23305,HLA-DPB1,ALDH2
23306,IGSF6,RASSF4
23307,RPL29,NPM1
23308,RBM47,SPI1
23309,GIMAP6,GIMAP4
23310,CDCA5,DEK
23311,CCDC141,TTN
23312,FCRL5,BANK1
23313,CEP55,BUB1
23314,CD3G,ETS1
23315,TCF19,GINS2
23316,MEF2C,PAX5
23317,CCNB2,DLGAP5
23318,UBE2T,KIF15
23319,RPL24,NPM1
23320,CCR7,RPL34
23321,LAT,PRF1
23322,GGH,AURKB
23323,RPL37A,RPL29
23324,DHFR,HMGB2
23325,TLR2,CST3
23326,CPVL,CD14
23327,ASF1B,KIF22
23328,PFN1,BATF
23329,CLEC12A,CYBB
23330,MS4A1,COL4A3
23331,COX8A,COX6A1
23332,GZMB,ID2
23333,RPS24,RPS3
23334,RPL31,RPL14
23335,TUBB,UBE2C
23336,FBXO5,AURKB
23337,RPLP1,RPL30
23338,CST7,TNFRSF1B
23339,CCNA2,CENPN
23340,RPS6,RPL39
23341,FAM83D,CKAP2L
23342,CDCA3,GTSE1
23343,TK1,ORC6
23344,SCIMP,HLA-DRA
23345,S100A9,C1orf162
23346,STMN1,GAPDH
23347,ATP6V0B,GAPDH
23348,RPS6,RPS5
23349,RRM2,PRC1
23350,IL2RG,PYHIN1
23351,RPS25,SELL
23352,BUB1,BUB1B
23353,CAPG,IFNGR2
23354,HCLS1,ARHGDIB
23355,ARHGDIB,LAT
23356,RPS4X,RPL27
23357,RPL7A,RPL28
23358,RPL4,RPL11
23359,CENPW,NCAPG
23360,CHCHD2,GAPDH
23361,CENPM,BRCA1
23362,GAPT,BCL11A
23363,APOBEC3B,UBE2T
23364,MCM3,CENPM
23365,IL18,LYZ
23366,SHCBP1,CDC6
23367,FYN,ZAP70
23368,BCL7A,TCL1A
23369,CCL5,PPP2R5C
23370,RPL23,RPLP2
23371,ABI3,PRF1
23372,SELL,RPL34
23373,FCRL1,POU2AF1
23374,GNG7,FCRLA
23375,NCF2,ANPEP
23376,TLR2,SLC11A1
23377,APOE,A2M
23378,KLRC1,GZMB
23379,LYZ,C5AR1
23380,PTTG1,BUB1B
23381,RPS15,RPL7A
23382,TMSB4X,LCK
23383,FTH1,VIM
23384,EIF3E,RPS18
23385,KIF20B,NUF2
23386,SPC24,KIF22
23387,RPL11,RPS18
23388,PFN1,IFITM2
23389,ACTB,ARHGDIB
23390,CD68,SPI1
23391,FGR,SERPINA1
23392,RPS13,RPS7
23393,ZWINT,CENPW
23394,HLA-DRA,HLA-DMA
23395,IGSF6,HLA-DQA1
23396,CCNA2,BUB1B
23397,RPS24,RPS13
23398,SLC43A3,TYMS
23399,RPS24,RPL6
23400,KIF20A,LMNB1
23401,KIF15,FOXM1
23402,PKMYT1,ZWINT
23403,TUBA1B,PBK
23404,SERPINA1,RNF144B
23405,MKI67,CCNA2
23406,RPS29,RPS25
23407,HLA-B,HLA-A
23408,MYO1F,ACTB
23409,SWAP70,POU2F2
23410,SHCBP1,RRM2
23411,TYMS,TICRR
23412,GBP4,PTPRC
23413,GZMA,S100A4
23414,TNFSF13B,FCGR2A
23415,STMN1,TALDO1
23416,MCM10,EZH2
23417,SERF2,S100A6
23418,EVL,IL2RG
23419,HLA-B,ITGB2
23420,HJURP,CKS1B
23421,TICRR,NCAPG
23422,KLF4,CST3
23423,CSF3R,LRRC25
23424,RPS9,RPL35A
23425,RPS17,RPS28
23426,ZFAS1,RPL37A
23427,KNSTRN,CDK1
23428,MTFR2,CDKN3
23429,GNLY,MATK
23430,PILRA,CD14
