,Cluster_0,Cluster_1
3304,WMC293407_GSM3496431_AB4139_Tu,W689082_GSM3496319_AB2505_Tumo
3305,W705881_GSM3496339_AB2549_Tumo,W871699_GSM3496366_AB2989_Tumo
3306,WMC0031959_GSM3496368_AB3078_T,WMC329074_GSM3496439_AB4232_Tu
3307,W687965_GSM3496316_AB2502_Tumo,W542181_GSM3496290_AB2094_Tumo
3308,WMC294413_GSM3496434_AB4142_Tu,WMC292723_GSM3496429_AB4137_Tu
3309,WMC0034969_GSM3496370_AB3086_T,WMC329071_GSM3496439_AB4232_Tu
3310,W685845_GSM3496311_AB2497_Tumo,WMC291425_GSM3496426_AB4134_Tu
3311,W838998_GSM3496348_AB2903_Tumo,W845160_GSM3496364_AB2919_Tumo
3312,WMC809303_GSM3496486_AB5492_PB,W840374_GSM3496352_AB2907_Tumo
3313,W691030_GSM3496324_AB2510_Tumo,W841615_GSM3496355_AB2910_Tumo
3314,WMC0107287_GSM3496382_AB3275_T,W703826_GSM3496338_AB2543_Tumo
3315,W703430_GSM3496337_AB2542_Tumo,WMC379580_GSM3496452_AB4364_PB
3316,W685161_GSM3496309_AB2495_Tumo,W693228_GSM3496330_AB2516_Tumo
3317,WMC289969_GSM3496422_AB4130_Tu,W695021_GSM3496334_AB2520_Tumo
3318,WMC328854_GSM3496438_AB4231_Tu,WMC0106997_GSM3496381_AB3274_T
3319,WMC378396_GSM3496448_AB4360_PB,WMC0036341_GSM3496374_AB3090_T
3320,W839294_GSM3496349_AB2904_Tumo,W843492_GSM3496360_AB2915_Tumo
3321,WMC137778_GSM3496394_AB3725_Tu,WMC327807_GSM3496436_AB4229_Tu
3322,WMC219181_GSM3496398_AB3938_Tu,WMC329916_GSM3496441_AB4234_Tu
3323,WMC222463_GSM3496406_AB3946_Tu,W691536_GSM3496325_AB2511_Tumo
3324,WMC135266_GSM3496392_AB3718_Tu,W693553_GSM3496331_AB2517_Tumo
3325,WMC252296_GSM3496412_AB4032_Tu,WMC287489_GSM3496416_AB4124_Tu
3326,W691582_GSM3496325_AB2511_Tumo,WMC149241_GSM3496396_AB3755_Tu
3327,WMC292763_GSM3496429_AB4137_Tu,WMC627700_GSM3496467_AB5019_Tu
3328,WMC134976_GSM3496392_AB3718_Tu,WMC291169_GSM3496425_AB4133_Tu
3329,WMC380021_GSM3496453_AB4365_PB,W840327_GSM3496352_AB2907_Tumo
3330,W843318_GSM3496360_AB2915_Tumo,WMC329429_GSM3496440_AB4233_Tu
3331,W687159_GSM3496314_AB2500_Tumo,W851436_GSM3496365_AB2936_Tumo
3332,W840383_GSM3496352_AB2907_Tumo,WMC328273_GSM3496437_AB4230_Tu
3333,W703470_GSM3496337_AB2542_Tumo,W841076_GSM3496354_AB2909_Tumo
3334,W841104_GSM3496354_AB2909_Tumo,W464502_GSM3496288_AB1892_Tumo
3335,WMC221828_GSM3496405_AB3945_Tu,W872268_GSM3496367_AB2990_Tumo
3336,WMC251084_GSM3496409_AB4029_Tu,WMC293605_GSM3496432_AB4140_Tu
3337,W687389_GSM3496315_AB2501_Tumo,W841367_GSM3496355_AB2910_Tumo
3338,WMC0110222_GSM3496389_AB3282_T,WMC0032124_GSM3496369_AB3079_T
3339,WMC289062_GSM3496420_AB4128_Tu,W851541_GSM3496365_AB2936_Tumo
3340,WMC137720_GSM3496394_AB3725_Tu,W851473_GSM3496365_AB2936_Tumo
3341,W688215_GSM3496317_AB2503_Tumo,W684672_GSM3496307_AB2493_Tumo
3342,W687381_GSM3496315_AB2501_Tumo,W463887_GSM3496287_AB1891_Tumo
3343,WMC0035447_GSM3496372_AB3088_T,W706094_GSM3496339_AB2549_Tumo
3344,W687670_GSM3496315_AB2501_Tumo,WMC329775_GSM3496441_AB4234_Tu
3345,WMC291516_GSM3496426_AB4134_Tu,W837191_GSM3496344_AB2899_Tumo
3346,W692790_GSM3496329_AB2515_Tumo,WMC286605_GSM3496413_AB4121_Tu
3347,WMC219035_GSM3496397_AB3937_Tu,W841455_GSM3496355_AB2910_Tumo
3348,W462829_GSM3496286_AB1890_Tumo,W851529_GSM3496365_AB2936_Tumo
3349,WMC624267_GSM3496458_AB5010_Tu,WMC329009_GSM3496439_AB4232_Tu
3350,WMC250691_GSM3496408_AB4028_Tu,WMC289360_GSM3496421_AB4129_Tu
3351,WMC0037099_GSM3496376_AB3092_T,W689944_GSM3496321_AB2507_Tumo
3352,WMC294185_GSM3496433_AB4141_Tu,WMC785434_GSM3496483_AB5429_PB
3353,WMC251253_GSM3496409_AB4029_Tu,WMC0038400_GSM3496379_AB3095_T
3354,WMC290548_GSM3496424_AB4132_Tu,W689348_GSM3496320_AB2506_Tumo
3355,WMC0032160_GSM3496369_AB3079_T,W694257_GSM3496332_AB2518_Tumo
3356,W686219_GSM3496311_AB2497_Tumo,WMC0036047_GSM3496373_AB3089_T
3357,WMC135403_GSM3496393_AB3719_Tu,W543513_GSM3496294_AB2098_Tumo
3358,W695201_GSM3496335_AB2521_Tumo,W703366_GSM3496337_AB2542_Tumo
3359,WMC218796_GSM3496397_AB3937_Tu,WMC292942_GSM3496430_AB4138_Tu
3360,W687527_GSM3496315_AB2501_Tumo,WMC329190_GSM3496439_AB4232_Tu
3361,W689382_GSM3496320_AB2506_Tumo,WMC137879_GSM3496394_AB3725_Tu
3362,WMC0035090_GSM3496371_AB3087_T,W707666_GSM3496340_AB2553_Tumo
3363,W707579_GSM3496340_AB2553_Tumo,W841042_GSM3496354_AB2909_Tumo
3364,WMC218836_GSM3496397_AB3937_Tu,WMC627989_GSM3496467_AB5019_Tu
3365,W685782_GSM3496310_AB2496_Tumo,WMC694370_GSM3496470_AB5192_Tu
3366,WMC291870_GSM3496427_AB4135_Tu,W541843_GSM3496290_AB2094_Tumo
3367,WMC0109575_GSM3496388_AB3281_T,WMC0035283_GSM3496371_AB3087_T
3368,WMC218669_GSM3496397_AB3937_Tu,WMC331341_GSM3496445_AB4238_Tu
3369,W690154_GSM3496322_AB2508_Tumo,W703126_GSM3496337_AB2542_Tumo
3370,WMC287631_GSM3496416_AB4124_Tu,WMC149353_GSM3496396_AB3755_Tu
3371,W685250_GSM3496309_AB2495_Tumo,W545150_GSM3496298_AB2102_Tumo
3372,WMC810372_GSM3496488_AB5494_PB,W463768_GSM3496287_AB1891_Tumo
3373,WMC288428_GSM3496418_AB4126_Tu,WMC291227_GSM3496425_AB4133_Tu
3374,WMC250397_GSM3496407_AB4027_Tu,W686796_GSM3496313_AB2499_Tumo
3375,W541792_GSM3496289_AB2093_Tumo,WMC0037876_GSM3496378_AB3094_T
3376,WMC809780_GSM3496487_AB5493_PB,WMC331726_GSM3496446_AB4239_Tu
3377,W838609_GSM3496347_AB2902_Tumo,W691688_GSM3496326_AB2512_Tumo
3378,W692936_GSM3496329_AB2515_Tumo,WMC0036711_GSM3496375_AB3091_T
3379,WMC0035741_GSM3496372_AB3088_T,WMC328181_GSM3496437_AB4230_Tu
3380,W851582_GSM3496365_AB2936_Tumo,WMC624837_GSM3496459_AB5011_Tu
3381,W692611_GSM3496328_AB2514_Tumo,W463776_GSM3496287_AB1891_Tumo
3382,WMC808792_GSM3496484_AB5490_PB,W844377_GSM3496362_AB2917_Tumo
3383,WMC0035722_GSM3496372_AB3088_T,WMC625318_GSM3496461_AB5013_Tu
3384,W684145_GSM3496306_AB2492_Tumo,WMC251514_GSM3496410_AB4030_Tu
3385,WMC0037355_GSM3496376_AB3092_T,WMC0038547_GSM3496380_AB3096_T
3386,W694590_GSM3496333_AB2519_Tumo,W841287_GSM3496354_AB2909_Tumo
3387,WMC286390_GSM3496413_AB4121_Tu,WMC0038513_GSM3496380_AB3096_T
3388,W694426_GSM3496333_AB2519_Tumo,W685958_GSM3496311_AB2497_Tumo
3389,W702993_GSM3496336_AB2541_Tumo,WMC0035373_GSM3496371_AB3087_T
3390,W543798_GSM3496295_AB2099_Tumo,W693038_GSM3496329_AB2515_Tumo
3391,W851540_GSM3496365_AB2936_Tumo,WMC331597_GSM3496446_AB4239_Tu
3392,W843709_GSM3496361_AB2916_Tumo,WMC0036431_GSM3496374_AB3090_T
3393,WMC287830_GSM3496417_AB4125_Tu,W545847_GSM3496300_AB2104_Tumo
3394,W544234_GSM3496296_AB2100_Tumo,W844191_GSM3496362_AB2917_Tumo
3395,WMC378790_GSM3496450_AB4362_PB,W844680_GSM3496363_AB2918_Tumo
3396,W691417_GSM3496325_AB2511_Tumo,WMC329762_GSM3496441_AB4234_Tu
3397,WMC808974_GSM3496485_AB5491_PB,WMC290753_GSM3496424_AB4132_Tu
3398,W695432_GSM3496335_AB2521_Tumo,W463624_GSM3496287_AB1891_Tumo
3399,WMC287829_GSM3496417_AB4125_Tu,W705818_GSM3496339_AB2549_Tumo
3400,WMC330019_GSM3496442_AB4235_Tu,W714013_GSM3496341_AB2570_Tumo
3401,W684117_GSM3496306_AB2492_Tumo,W462315_GSM3496285_AB1889_Tumo
3402,WMC378712_GSM3496449_AB4361_PB,WMC290864_GSM3496425_AB4133_Tu
3403,W690841_GSM3496324_AB2510_Tumo,W546463_GSM3496302_AB2106_Tumo
3404,W691220_GSM3496325_AB2511_Tumo,W686142_GSM3496311_AB2497_Tumo
3405,W691328_GSM3496325_AB2511_Tumo,W542402_GSM3496291_AB2095_Tumo
3406,W688530_GSM3496318_AB2504_Tumo,WMC149235_GSM3496396_AB3755_Tu
3407,WMC286878_GSM3496414_AB4122_Tu,W541482_GSM3496289_AB2093_Tumo
3408,W684506_GSM3496307_AB2493_Tumo,W707683_GSM3496340_AB2553_Tumo
3409,WMC290475_GSM3496424_AB4132_Tu,WMC252266_GSM3496412_AB4032_Tu
3410,W689507_GSM3496320_AB2506_Tumo,W707688_GSM3496340_AB2553_Tumo
3411,W695061_GSM3496335_AB2521_Tumo,W702947_GSM3496336_AB2541_Tumo
3412,WMC292641_GSM3496429_AB4137_Tu,WMC289961_GSM3496422_AB4130_Tu
3413,WMC288384_GSM3496418_AB4126_Tu,WMC0036050_GSM3496373_AB3089_T
3414,WMC222243_GSM3496406_AB3946_Tu,WMC138325_GSM3496395_AB3726_Tu
3415,WMC0031720_GSM3496368_AB3078_T,W844902_GSM3496364_AB2919_Tumo
3416,WMC291262_GSM3496426_AB4134_Tu,WMC626350_GSM3496463_AB5015_Tu
3417,WMC0109234_GSM3496387_AB3280_T,W692818_GSM3496329_AB2515_Tumo
3418,WMC286773_GSM3496414_AB4122_Tu,WMC0036819_GSM3496375_AB3091_T
3419,WMC287507_GSM3496416_AB4124_Tu,W871729_GSM3496366_AB2989_Tumo
3420,W837628_GSM3496345_AB2900_Tumo,WMC0035396_GSM3496371_AB3087_T
3421,W463049_GSM3496286_AB1890_Tumo,WMC331625_GSM3496446_AB4239_Tu
3422,WMC252117_GSM3496412_AB4032_Tu,W840553_GSM3496352_AB2907_Tumo
3423,WMC696868_GSM3496477_AB5199_Tu,W843822_GSM3496361_AB2916_Tumo
3424,W461984_GSM3496285_AB1889_Tumo,W703389_GSM3496337_AB2542_Tumo
3425,WMC0036559_GSM3496374_AB3090_T,WMC328565_GSM3496438_AB4231_Tu
3426,W687696_GSM3496315_AB2501_Tumo,WMC221615_GSM3496404_AB3944_Tu
3427,W837730_GSM3496345_AB2900_Tumo,WMC0032259_GSM3496369_AB3079_T
3428,WMC288712_GSM3496419_AB4127_Tu,W703528_GSM3496338_AB2543_Tumo
3429,WMC380254_GSM3496453_AB4365_PB,W842473_GSM3496357_AB2912_Tumo
3430,W844580_GSM3496363_AB2918_Tumo,WMC331319_GSM3496445_AB4238_Tu
3431,W684390_GSM3496307_AB2493_Tumo,WMC0036251_GSM3496374_AB3090_T
3432,WMC0035321_GSM3496371_AB3087_T,W841319_GSM3496354_AB2909_Tumo
3433,WMC0037348_GSM3496376_AB3092_T,WMC694093_GSM3496470_AB5192_Tu
3434,WMC288691_GSM3496419_AB4127_Tu,WMC696929_GSM3496477_AB5199_Tu
3435,WMC0032262_GSM3496369_AB3079_T,W840894_GSM3496353_AB2908_Tumo
3436,W844061_GSM3496362_AB2917_Tumo,WMC0037367_GSM3496377_AB3093_T
3437,WMC218840_GSM3496397_AB3937_Tu,WMC329447_GSM3496440_AB4233_Tu
3438,WMC0037060_GSM3496376_AB3092_T,W691044_GSM3496324_AB2510_Tumo
3439,WMC785061_GSM3496483_AB5429_PB,WMC286712_GSM3496414_AB4122_Tu
3440,W689818_GSM3496321_AB2507_Tumo,WMC808976_GSM3496485_AB5491_PB
3441,WMC220867_GSM3496402_AB3942_Tu,W695347_GSM3496335_AB2521_Tumo
3442,WMC294274_GSM3496433_AB4141_Tu,WMC329539_GSM3496440_AB4233_Tu
3443,WMC626173_GSM3496463_AB5015_Tu,WMC0035628_GSM3496372_AB3088_T
3444,W694906_GSM3496334_AB2520_Tumo,WMC331834_GSM3496446_AB4239_Tu
3445,W691641_GSM3496326_AB2512_Tumo,WMC219205_GSM3496398_AB3938_Tu
3446,W692195_GSM3496327_AB2513_Tumo,W691648_GSM3496326_AB2512_Tumo
3447,W685094_GSM3496309_AB2495_Tumo,WMC0038445_GSM3496379_AB3095_T
3448,W703286_GSM3496337_AB2542_Tumo,WMC808573_GSM3496484_AB5490_PB
3449,W686447_GSM3496312_AB2498_Tumo,WMC0035468_GSM3496372_AB3088_T
3450,W691174_GSM3496324_AB2510_Tumo,WMC331605_GSM3496446_AB4239_Tu
3451,WMC294973_GSM3496435_AB4143_Tu,WMC149246_GSM3496396_AB3755_Tu
3452,W695146_GSM3496335_AB2521_Tumo,W692805_GSM3496329_AB2515_Tumo
3453,WMC626973_GSM3496465_AB5017_Tu,W462284_GSM3496285_AB1889_Tumo
3454,W691504_GSM3496325_AB2511_Tumo,W871789_GSM3496366_AB2989_Tumo
3455,W839376_GSM3496349_AB2904_Tumo,W688804_GSM3496318_AB2504_Tumo
3456,W685070_GSM3496308_AB2494_Tumo,W691434_GSM3496325_AB2511_Tumo
3457,WMC290862_GSM3496425_AB4133_Tu,WMC0036230_GSM3496374_AB3090_T
3458,W843849_GSM3496361_AB2916_Tumo,W694177_GSM3496332_AB2518_Tumo
3459,WMC289860_GSM3496422_AB4130_Tu,WMC0038205_GSM3496379_AB3095_T
3460,WMC328894_GSM3496439_AB4232_Tu,WMC380950_GSM3496455_AB4367_PB
3461,W693028_GSM3496329_AB2515_Tumo,W844094_GSM3496362_AB2917_Tumo
3462,W692322_GSM3496327_AB2513_Tumo,W842020_GSM3496356_AB2911_Tumo
3463,W707436_GSM3496340_AB2553_Tumo,WMC331234_GSM3496445_AB4238_Tu
3464,WMC287117_GSM3496415_AB4123_Tu,WMC0036378_GSM3496374_AB3090_T
3465,WMC328955_GSM3496439_AB4232_Tu,WMC626726_GSM3496464_AB5016_Tu
3466,W689023_GSM3496319_AB2505_Tumo,W837575_GSM3496345_AB2900_Tumo
3467,W686348_GSM3496312_AB2498_Tumo,WMC328906_GSM3496439_AB4232_Tu
3468,WMC0031931_GSM3496368_AB3078_T,WMC137974_GSM3496394_AB3725_Tu
3469,WMC625176_GSM3496460_AB5012_Tu,WMC329704_GSM3496441_AB4234_Tu
3470,W840179_GSM3496351_AB2906_Tumo,W843508_GSM3496360_AB2915_Tumo
3471,W707675_GSM3496340_AB2553_Tumo,WMC149312_GSM3496396_AB3755_Tu
3472,WMC0038767_GSM3496380_AB3096_T,WMC331246_GSM3496445_AB4238_Tu
3473,WMC289781_GSM3496422_AB4130_Tu,W686636_GSM3496313_AB2499_Tumo
3474,W842717_GSM3496358_AB2913_Tumo,W542499_GSM3496291_AB2095_Tumo
3475,WMC220369_GSM3496401_AB3941_Tu,WMC287133_GSM3496415_AB4123_Tu
3476,W689116_GSM3496319_AB2505_Tumo,WMC0031922_GSM3496368_AB3078_T
3477,WMC0035127_GSM3496371_AB3087_T,W695029_GSM3496334_AB2520_Tumo
3478,WMC0107997_GSM3496383_AB3276_T,WMC149470_GSM3496396_AB3755_Tu
3479,WMC0111001_GSM3496391_AB3284_T,W542770_GSM3496292_AB2096_Tumo
3480,WMC289117_GSM3496420_AB4128_Tu,WMC624913_GSM3496459_AB5011_Tu
3481,WMC287969_GSM3496417_AB4125_Tu,W842236_GSM3496357_AB2912_Tumo
3482,WMC0031780_GSM3496368_AB3078_T,WMC0107950_GSM3496383_AB3276_T
3483,W692261_GSM3496327_AB2513_Tumo,W845076_GSM3496364_AB2919_Tumo
3484,WMC0035616_GSM3496372_AB3088_T,WMC294341_GSM3496434_AB4142_Tu
3485,W543900_GSM3496295_AB2099_Tumo,WMC627944_GSM3496467_AB5019_Tu
3486,WMC0108668_GSM3496385_AB3278_T,WMC331713_GSM3496446_AB4239_Tu
3487,W543536_GSM3496294_AB2098_Tumo,WMC331853_GSM3496446_AB4239_Tu
3488,W690752_GSM3496323_AB2509_Tumo,W841976_GSM3496356_AB2911_Tumo
3489,WMC0034759_GSM3496370_AB3086_T,WMC0107619_GSM3496382_AB3275_T
3490,W872258_GSM3496367_AB2990_Tumo,W841499_GSM3496355_AB2910_Tumo
3491,WMC0032168_GSM3496369_AB3079_T,W685335_GSM3496309_AB2495_Tumo
3492,W685770_GSM3496310_AB2496_Tumo,WMC809711_GSM3496487_AB5493_PB
3493,W690729_GSM3496323_AB2509_Tumo,W464294_GSM3496288_AB1892_Tumo
3494,W693411_GSM3496330_AB2516_Tumo,WMC290442_GSM3496423_AB4131_Tu
3495,W695096_GSM3496335_AB2521_Tumo,WMC251347_GSM3496410_AB4030_Tu
3496,WMC623848_GSM3496457_AB5009_Tu,W544045_GSM3496295_AB2099_Tumo
3497,W694034_GSM3496332_AB2518_Tumo,WMC138160_GSM3496395_AB3726_Tu
3498,W693937_GSM3496332_AB2518_Tumo,W687439_GSM3496315_AB2501_Tumo
3499,WMC293809_GSM3496432_AB4140_Tu,WMC808753_GSM3496484_AB5490_PB
3500,W844383_GSM3496362_AB2917_Tumo,WMC219418_GSM3496398_AB3938_Tu
3501,W543038_GSM3496293_AB2097_Tumo,WMC0032257_GSM3496369_AB3079_T
3502,W688633_GSM3496318_AB2504_Tumo,WMC329726_GSM3496441_AB4234_Tu
3503,WMC292207_GSM3496428_AB4136_Tu,WMC0037506_GSM3496377_AB3093_T
3504,W703134_GSM3496337_AB2542_Tumo,WMC0110166_GSM3496389_AB3282_T
3505,W839445_GSM3496350_AB2905_Tumo,WMC218705_GSM3496397_AB3937_Tu
3506,W691119_GSM3496324_AB2510_Tumo,WMC293677_GSM3496432_AB4140_Tu
3507,W694105_GSM3496332_AB2518_Tumo,W842045_GSM3496356_AB2911_Tumo
3508,W544564_GSM3496297_AB2101_Tumo,W545094_GSM3496298_AB2102_Tumo
3509,WMC251187_GSM3496409_AB4029_Tu,WMC380133_GSM3496453_AB4365_PB
3510,WMC0038033_GSM3496378_AB3094_T,WMC0107567_GSM3496382_AB3275_T
3511,WMC0038318_GSM3496379_AB3095_T,WMC289581_GSM3496421_AB4129_Tu
3512,WMC626119_GSM3496463_AB5015_Tu,W545901_GSM3496300_AB2104_Tumo
3513,W839586_GSM3496350_AB2905_Tumo,W841062_GSM3496354_AB2909_Tumo
3514,W544645_GSM3496297_AB2101_Tumo,W695430_GSM3496335_AB2521_Tumo
3515,WMC624771_GSM3496459_AB5011_Tu,WMC331432_GSM3496445_AB4238_Tu
3516,W872464_GSM3496367_AB2990_Tumo,WMC289425_GSM3496421_AB4129_Tu
3517,WMC292978_GSM3496430_AB4138_Tu,WMC149506_GSM3496396_AB3755_Tu
3518,WMC380228_GSM3496453_AB4365_PB,WMC331924_GSM3496446_AB4239_Tu
3519,W545418_GSM3496299_AB2103_Tumo,WMC0031946_GSM3496368_AB3078_T
3520,W691772_GSM3496326_AB2512_Tumo,WMC627221_GSM3496465_AB5017_Tu
3521,WMC0110153_GSM3496389_AB3282_T,W688798_GSM3496318_AB2504_Tumo
3522,WMC220277_GSM3496401_AB3941_Tu,W843359_GSM3496360_AB2915_Tumo
3523,WMC625590_GSM3496461_AB5013_Tu,W707700_GSM3496340_AB2553_Tumo
3524,WMC293903_GSM3496432_AB4140_Tu,WMC380836_GSM3496455_AB4367_PB
3525,WMC378070_GSM3496448_AB4360_PB,W464569_GSM3496288_AB1892_Tumo
3526,WMC808947_GSM3496485_AB5491_PB,WMC293661_GSM3496432_AB4140_Tu
3527,W462319_GSM3496285_AB1889_Tumo,WMC627865_GSM3496467_AB5019_Tu
3528,WMC379589_GSM3496452_AB4364_PB,W713953_GSM3496341_AB2570_Tumo
3529,W838718_GSM3496348_AB2903_Tumo,W694198_GSM3496332_AB2518_Tumo
3530,W839562_GSM3496350_AB2905_Tumo,W703425_GSM3496337_AB2542_Tumo
3531,WMC0037965_GSM3496378_AB3094_T,WMC149399_GSM3496396_AB3755_Tu
3532,WMC289922_GSM3496422_AB4130_Tu,WMC0110193_GSM3496389_AB3282_T
3533,WMC810124_GSM3496488_AB5494_PB,W464584_GSM3496288_AB1892_Tumo
3534,W684782_GSM3496308_AB2494_Tumo,W703237_GSM3496337_AB2542_Tumo
3535,WMC291753_GSM3496427_AB4135_Tu,W541640_GSM3496289_AB2093_Tumo
3536,WMC783568_GSM3496479_AB5425_PB,WMC294055_GSM3496433_AB4141_Tu
3537,W871871_GSM3496366_AB2989_Tumo,WMC149374_GSM3496396_AB3755_Tu
3538,WMC290277_GSM3496423_AB4131_Tu,W842993_GSM3496359_AB2914_Tumo
3539,WMC377982_GSM3496447_AB4359_PB,W695019_GSM3496334_AB2520_Tumo
3540,W461999_GSM3496285_AB1889_Tumo,W715619_GSM3496342_AB2574_Tumo
3541,W690318_GSM3496322_AB2508_Tumo,WMC809142_GSM3496485_AB5491_PB
3542,WMC289637_GSM3496421_AB4129_Tu,WMC0037545_GSM3496377_AB3093_T
3543,WMC288161_GSM3496418_AB4126_Tu,W463712_GSM3496287_AB1891_Tumo
3544,WMC0038045_GSM3496378_AB3094_T,WMC292839_GSM3496430_AB4138_Tu
3545,W705934_GSM3496339_AB2549_Tumo,W842339_GSM3496357_AB2912_Tumo
3546,W840457_GSM3496352_AB2907_Tumo,W715441_GSM3496342_AB2574_Tumo
3547,WMC293423_GSM3496431_AB4139_Tu,W840660_GSM3496353_AB2908_Tumo
3548,WMC808789_GSM3496484_AB5490_PB,WMC286678_GSM3496414_AB4122_Tu
3549,WMC149299_GSM3496396_AB3755_Tu,WMC0035838_GSM3496373_AB3089_T
3550,WMC250334_GSM3496407_AB4027_Tu,WMC0109665_GSM3496388_AB3281_T
3551,W713963_GSM3496341_AB2570_Tumo,W693524_GSM3496331_AB2517_Tumo
3552,WMC294752_GSM3496435_AB4143_Tu,W541545_GSM3496289_AB2093_Tumo
3553,W685797_GSM3496310_AB2496_Tumo,W842363_GSM3496357_AB2912_Tumo
3554,WMC0037349_GSM3496376_AB3092_T,WMC0032120_GSM3496369_AB3079_T
3555,WMC221819_GSM3496405_AB3945_Tu,WMC220122_GSM3496400_AB3940_Tu
3556,WMC290692_GSM3496424_AB4132_Tu,W463000_GSM3496286_AB1890_Tumo
3557,WMC624490_GSM3496458_AB5010_Tu,W839983_GSM3496351_AB2906_Tumo
3558,W544445_GSM3496296_AB2100_Tumo,WMC0037674_GSM3496377_AB3093_T
3559,WMC379322_GSM3496451_AB4363_PB,W841178_GSM3496354_AB2909_Tumo
3560,W706086_GSM3496339_AB2549_Tumo,W694850_GSM3496334_AB2520_Tumo
3561,W690562_GSM3496323_AB2509_Tumo,WMC0036005_GSM3496373_AB3089_T
3562,WMC0110124_GSM3496389_AB3282_T,W689213_GSM3496319_AB2505_Tumo
3563,W842884_GSM3496358_AB2913_Tumo,WMC331788_GSM3496446_AB4239_Tu
3564,WMC219346_GSM3496398_AB3938_Tu,W690767_GSM3496323_AB2509_Tumo
3565,WMC623469_GSM3496456_AB5008_Tu,WMC251128_GSM3496409_AB4029_Tu
3566,W544551_GSM3496297_AB2101_Tumo,WMC251156_GSM3496409_AB4029_Tu
3567,WMC287746_GSM3496416_AB4124_Tu,WMC626177_GSM3496463_AB5015_Tu
3568,W842555_GSM3496358_AB2913_Tumo,W688668_GSM3496318_AB2504_Tumo
3569,WMC288158_GSM3496417_AB4125_Tu,W545544_GSM3496299_AB2103_Tumo
3570,WMC696424_GSM3496476_AB5198_Tu,WMC809700_GSM3496487_AB5493_PB
3571,WMC219225_GSM3496398_AB3938_Tu,WMC329461_GSM3496440_AB4233_Tu
3572,WMC289973_GSM3496422_AB4130_Tu,W691814_GSM3496326_AB2512_Tumo
3573,WMC293196_GSM3496431_AB4139_Tu,WMC290941_GSM3496425_AB4133_Tu
3574,WMC138340_GSM3496395_AB3726_Tu,W685447_GSM3496309_AB2495_Tumo
3575,W840236_GSM3496352_AB2907_Tumo,W688829_GSM3496318_AB2504_Tumo
3576,WMC293055_GSM3496430_AB4138_Tu,W843510_GSM3496360_AB2915_Tumo
3577,W685416_GSM3496309_AB2495_Tumo,WMC810079_GSM3496488_AB5494_PB
3578,W545286_GSM3496298_AB2102_Tumo,WMC329892_GSM3496441_AB4234_Tu
3579,WMC287300_GSM3496415_AB4123_Tu,W851556_GSM3496365_AB2936_Tumo
3580,WMC0108614_GSM3496385_AB3278_T,WMC149267_GSM3496396_AB3755_Tu
3581,W840564_GSM3496352_AB2907_Tumo,W843817_GSM3496361_AB2916_Tumo
3582,WMC291368_GSM3496426_AB4134_Tu,WMC294552_GSM3496434_AB4142_Tu
3583,W684992_GSM3496308_AB2494_Tumo,W543182_GSM3496293_AB2097_Tumo
3584,W702812_GSM3496336_AB2541_Tumo,WMC291809_GSM3496427_AB4135_Tu
3585,WMC0036348_GSM3496374_AB3090_T,W691964_GSM3496326_AB2512_Tumo
3586,WMC287240_GSM3496415_AB4123_Tu,WMC293112_GSM3496430_AB4138_Tu
3587,W843754_GSM3496361_AB2916_Tumo,WMC809071_GSM3496485_AB5491_PB
3588,W693081_GSM3496329_AB2515_Tumo,WMC0036228_GSM3496374_AB3090_T
3589,W693256_GSM3496330_AB2516_Tumo,W703210_GSM3496337_AB2542_Tumo
3590,W842373_GSM3496357_AB2912_Tumo,WMC0110797_GSM3496391_AB3284_T
3591,W707515_GSM3496340_AB2553_Tumo,W543947_GSM3496295_AB2099_Tumo
3592,W688060_GSM3496316_AB2502_Tumo,W707626_GSM3496340_AB2553_Tumo
3593,W542918_GSM3496292_AB2096_Tumo,W872444_GSM3496367_AB2990_Tumo
3594,W691484_GSM3496325_AB2511_Tumo,WMC222222_GSM3496406_AB3946_Tu
3595,W691473_GSM3496325_AB2511_Tumo,W871801_GSM3496366_AB2989_Tumo
3596,WMC0031979_GSM3496368_AB3078_T,WMC222285_GSM3496406_AB3946_Tu
3597,WMC135206_GSM3496392_AB3718_Tu,WMC624628_GSM3496459_AB5011_Tu
3598,W684956_GSM3496308_AB2494_Tumo,WMC294739_GSM3496435_AB4143_Tu
3599,W844322_GSM3496362_AB2917_Tumo,WMC292600_GSM3496429_AB4137_Tu
3600,WMC0031723_GSM3496368_AB3078_T,WMC295023_GSM3496435_AB4143_Tu
3601,WMC287430_GSM3496416_AB4124_Tu,W872419_GSM3496367_AB2990_Tumo
3602,WMC291491_GSM3496426_AB4134_Tu,WMC293787_GSM3496432_AB4140_Tu
3603,W689003_GSM3496319_AB2505_Tumo,WMC0036982_GSM3496376_AB3092_T
3604,WMC626231_GSM3496463_AB5015_Tu,WMC329490_GSM3496440_AB4233_Tu
3605,WMC809839_GSM3496487_AB5493_PB,W839374_GSM3496349_AB2904_Tumo
3606,W685034_GSM3496308_AB2494_Tumo,W464457_GSM3496288_AB1892_Tumo
3607,WMC0036387_GSM3496374_AB3090_T,W714118_GSM3496341_AB2570_Tumo
3608,WMC137706_GSM3496394_AB3725_Tu,W686013_GSM3496311_AB2497_Tumo
3609,W543616_GSM3496294_AB2098_Tumo,W707557_GSM3496340_AB2553_Tumo
